country,date,statement
Peru,2006-04-15,"Press Release MONETARY PROGRAM FOR APRIL 2006 CENTRAL BANK RAISES REFERENCE RATE FROM 4.00% TO 4.25% The Board of the BCRP acknowledge the following information: The Consumer Price Index of Metropolitan Lima (CPI) increased 0.46 percent, evolution explained by rises in school tuition fees and in the prices of some food products, such as sugar and potato. As a result, the CPI inflation rate over the last twelve months was 2.5 percent, in the middle of the target range (1.5 percent  3.5 percent). On the other hand, the underlying inflation over the last 12 months was 1.4 percent. Inflation is expected to converge to its target level (2.5 percent) throughout 2006. Economic activity grew 4.4 percent in January 2006, with a 7.0 percent increase in the domestic demand. As in previous months, the indicators on consumer trust are recorded at the highest levels. The evolution of the trade balance and terms of trade continues to be positive. The trade balance showed an accumulated surplus for the last 12 months of US$ 5,210 million by February, while the terms of trade in the first bimester increased in 13.7 percent with respect to the same period last year due to a 24.1 percent increase in export prices. The average exchange rate increased 1.6 percent in March, rising from 3.29 per dollar in February to 3.34 per dollar, as a result of which the real exchange rate increased 1.5 percent in March (1.6 percent of real depreciation in the last twelve months). The Central Bank did not intervene in the exchange market in March. During this month, the bank's balance of net forward sales increased by US$ 470 million, the public purchases of dollars in the spot market were US$ 516 million, and the bank's exchange position increased in US$ 95 million. The average interest rate of the interbank market was 4.12 percent in March (3.82 percent higher than last month's), while the corporate prime rate for loans in soles went from 5.4 percent to 6.1 percent in the same period. In this month, the BCRP continued carrying out significative repo auctions in order to stabilize the interbank interest rate around the reference interest rate (4.0 percent in March). Exceptional upward pressures on the interbank rate were recorded in the last days of March and first days of April, coinciding with the beginning of the period for income tax payments. The country risk indicator rose from 143 pbs at the end of February to 187 pbs at the end of March. In turn, the 15-year maturity sovereign bond yield increased from 7.5 to 8.2 percent. The Board of the Central Bank approved to raise the reference interest rate for the interbank market from 4.00 percent to 4.25 percent. This decision has been taken considering that : The dynamism of economic activity for 2006 (5.0 percent) is consistent with the continuous accomplishment of the inflation target (from 1.5 to 3.5 percent). The raise in the interest rate will contribute to reduce the exchange rate volatility. If necessary, the Bank will continue to sell exchange currency at spot market and auctions of Adjustable Certificate Deposits (CDRBCRP) to avoid undesirable effects over prices and economic activity in general. This decision does not imply a sequence of raises in the reference interest rate. The Board approved the following interest rates for the Central Bank operations: For direct repos and monetary regulation credits, the rate rises to 5.0 percent. For overnight deposits, the rate rises to 3.50 percent. The interest rates for the following operations in dollars between the Central Bank and the Financial system are established as follows: Monetary regulation credits: 1-month LIBOR plus one percent. Overnight deposits: overnight LIBOR minus 3/8 of a percentage point. Swap: the commission is raised to a level that implies a minimum annual effective cost of 5.0 percent. Reserve requirements in foreign deposits subject to payment remain at 2.25 percent. In order to improve liquidity provision for financial entities, the Board approved implementing the following measures: Include CDRBCRP among the securities for temporary repos, provided that financial entities have no available CDBCRP or BTP, and according to liquidity conditions in the market. Likewise. CDRBCRP are included in the list of guarantees for Monetary Regulation Credits. Include the private sector (non-financial) securities in local currency listed as assets that may be used for monetary regulation credits among the securities for direct repos. The Board will approve the following Monetary Program (May 2006) on the session to be held on May 4, 2006."
Hungary,2006-04-24,"At its meeting on 24 April 2006, the Monetary Council considered the latest economic and monetary developments and left the central bank base rate unchanged at 6.00%. In the Council's evaluation, there were contrasting developments in the key factors affecting the outlook for inflation in the first quarter of 2006 relative to earlier months. The fall in inflation expectations and the sharp decline in market services price inflation have recently influenced inflation prospects favourably. However, the weaker-than-earlier exchange rate and a rise in imported inflation may have offsetting effects. The forint's weakness in early March  if the exchange rate remains at its lower level over a sustained period  may put upward pressure on inflation on the horizon relevant for monetary policy. Risks of higher inflation have recently been exacerbated by the latest surge in the world market price of oil. On the other hand, the March inflation figures appear to reinforce the favourable effect on the longer-term outlook of the decline in market services price inflation which has been underway since early 2006. With regard to the durability of this trend, the Monetary Council attaches particular importance to labour market participants also adjusting to the low inflation outlook. Overall, in the Monetary Council's judgement the balance of risks to inflation has recently moved to the upside relative to earlier periods; however, changing the interest rate level is currently not justified, due to offsetting macroeconomic effects. The Monetary Council will continue to monitor closely developments affecting inflation, and stand ready to take actions as necessary to maintain price stability. In the aftermath of the General Election, the Monetary Council once again makes a point of emphasising that the high level of budget deficit continues to be the ultimate source of risks to Hungarian economic balance. For this reason, the new government coming to office will have to show commitment to a budgetary adjustment and, consequently, to take specific actions as soon as possible. The new government will only be able to make the largest contributions to long-term, stable economic growth, if it ensures a sustainable fiscal position by implementing a credible convergence programme."
Israel,2006-04-24,"24.4.2006 The Bank of Israel raises the interest rate for May 2006 by 25 basis points to 5.25 percent The interest rate for May 2006 will rise by 25 basis points to 5.25 percent. The decision to raise the interest rate is intended to help maintain price stability within the limits of the target of between 1 percent and 3 percent inflation a year as determined by the government. Background conditions Economic data indicate continued rapid growth, seen in all sectors of the economy. This growth is expected to continue against the background of continued relatively rapid growth in the global economy and the expectation that the government's macroeconomic strategy will continue. The CPI in the past 12 months increased by 3.6 percent, slightly above the upper limit of the inflation target. The CPI has increased 0.6 percent since the beginning of the year, a slightly faster pace than most of the forecasts and than the seasonal path consistent with the inflation target. Inflation expectations for the next twelve months, derived from the capital market and economists' forecasts, are that inflation will be close to the midpoint of the target range, under the assumption that the interest rate willcontinue to rise, as is reflected in the bond market. In the financial markets, the NIS has appreciated against the dollar by 2.6 percent since the beginning of April. The strengthening of the NIS was due mainly to the trend of a weakening dollar globally. In the bonds market, long-term nominal yields rose by 10 basis points, a lower pace than the rise in equivalent yields in the US, such that the yield spread contracted. In addition, share prices went up in April and the Tel Aviv 100 Index rose by 4.9 percent. Globally, the gradual process of rising interest rates continued in the major economies, which is expected to continue in the near future. The trend of rising world input prices, and particularly oil prices, continued withthe price of oil increasing in April by 9.6 percent. Until the budget for 2006 is approved, government expenditure will continue to be governed by the law on the absence of an approved budget, in which monthly expenditure is limited to one-twelfth of the previous year's budget. On the revenues side, the continued rapid rise in real economic activity lead to a growth in tax revenues. The main considerations behind the decision The decision to raise the May interest rate was based on the existence of pressures acting to raise prices, which can be seen already in the relatively rapid rise in prices in the past 12 months and in the first quarter inparticular. The main factors that could affect the inflation environment in the future are: Rate of growth in the economy and the expansion in demand. The expansion in demand in the economy and the process of exhausting surplus production capacity create upward pressure on prices and nominal wages in the future. Rising input prices--particularly of oil--globally. Aslong as this trend continues, the risk that this will translate into rising prices in the economy grows. It is noted that the strengthening of the NIS against the dollar in recent weeks is likely to provide a moderating force on inflationary pressures. The continued strengthening of the NIS against the dollar is influenced byboth domestic and global factors. In this context, the Bank notes that there is an expectation that interest rates will continue to rise globally. The Bank of Israel will continue to monitor economic developments closely--including developments in budget policy--with the intention of achieving the government's price-stability target.Subject to this, the Bank will continue to support the attainment of a range of objectives of macroeconomic policy, particularly with respect to increasing employment and growth. In addition, the Bank will continue to support financial stability. 24.4.2006 The Bank of Israel raises the interest rate for May 2006 by 25 basis points to 5.25 percent. The Bank of Israel raises the interest rate for May 2006 by 25 basis points to 5.25 percent. The interest rate for May 2006 will rise by 25 basis points to 5.25 percent. Background conditions. Economic data indicate continued rapid growth, seen in all sectors of the economy. The main considerations behind the decision. The decision to raise the May interest rate was based on the existence of pressures acting to raise prices, which can be seen already in the relatively rapid rise in prices in the past 12 months and in the first quarter inparticular. The main factors that could affect the inflation environment in the future are:. Rate of growth in the economy and the expansion in demand."
Malaysia,2006-04-26,"Bank Negara Malaysia today announced that the Overnight Policy Rate (OPR) is raised by 25 basis points to 3.50 percent. The ceiling and floor rates of the corridor for the OPR are correspondingly increased to 3.75 percent and 3.25 percent respectively. With strong growth in world trade projected in 2006. Malaysia will benefit directly through higher exports, as well as better terms of trade due to the higher prices for Malaysia's commodity exports. Domestic spending is expected to be sustained. Consumer spending is expected to be well supported by steady employment and income growth, favourable credit conditions, and the positive effect of the favourable external performance. The current higher prices reflect rising costs and there continues to be limited evidence of the second-round effects. Based on present and future expectations, the policy rate will therefore only need to respond to new developments and information that become available going forward. Inflation is expected to be higher in the first half of 2006, and moderate during the second half of the year. This current rise in inflation has been built into the earlier forecast of average inflation for 2006. At this new level, the OPR continues to be below the neutral level. Going forward, monetary policy will balance the risks to price stability and sustainable economic growth. The MPC also decided that the decisions of future MPC meetings will be informed to the public through a press release on the same day. Bank Negara Malaysia 26 April 2006."
Poland,2006-04-26,"Monetary Policy Council Warsaw, 26 April 2006 INFORMATION FROM THE MEETING OF THE MONETARY POLICY COUNCIL held on 25-26 April 2006 The Council decided to keep the NBP interest rates unchanged, i.e.: reference rate 4.00% on an annual basis; lombard rate 5.50% on an annual basis; deposit rate 2.50% on an annual basis; rediscount rate 4.25% on an annual basis. Since the Council's meeting in March 2006, the forecasts of economic growth in the euro area and the United States for 2006 have been slightly revised upwards. Besides, in the United States the 2006 inflation forecasts have been slightly raised while in the euro area the 2006 inflation forecasts have been slightly lowered. In March 2006 the annual growth of consumer prices in the euro area decreased to 2.2% from 2.3% recorded in February, and in the United States to 3.4% from 3.6% respectively. Since the March meeting of the Council, oil prices climbed, hitting the highest level in history (Brent oil price rose by USD 9.9 per barrel, i.e. by 15.3%). March was another consecutive month which saw the rise in the average price of this commodity as forecasted for 2006 by analysts in the Reuters survey (by 5.2% as compared to the previous month's forecasts). Still, uncertainty persists as to the effect of the increase in oil prices on economic growth and inflation. The upward trend in the annual growth rate of industrial output observed for the last eight months points to a strengthening recovery in industry, in particular in manufacturing. In March 2006 the growth of industrial output largely exceeded the expectations of the majority of external forecasters and the NBP, and amounted to 16.4% y/y i.e. the highest level since April 2004. In seasonally adjusted terms, growth in industrial output in March amounted to 13.6% y/y as compared to 9.8% y/y in February 2006. After falling for two months mainly as a result of unfavourable weather conditions. March saw a strong rise in the construction and assembly output (15.5% y/y as compared with -3.5% y/y in February, and 8.3% y/y as compared with 0.6% y/y in seasonally adjusted terms). The rise in retail sales was larger than expected and amounted to 10.1% y/y in nominal terms. Lending to households has continued on an upward trend: consumer loans registered an increase of 18.9% y/y in March (compared with 19.3% y/y in February), while the growth rate of housing loans stepped up to 45.9% y/y (compared with 42.6% y/y in February). The growth of corporate lending remains moderate (an increase of 3.8% y/y in March against 4.7% y/y in February). The growth in lending to enterprises may be limited by the fact that enterprises hold considerable own funds in connection with their good financial results in 2005. The accelerating economic growth increases the demand for labour. Since December 2004 the growth of employment in the corporate sector has been accelerating. In March employment in enterprises was 2.7% higher than a year before (as compared with a rise of 2.5% y/y in February). ul. Świętokrzyska 11/21, 00-919 Warszawa. Poland, phone (48 22) 826 99 55, fax (48 22) 826 37 51. March saw a continued fall in unemployment in annual terms (down to 17.8% from 19.2% recorded a year before). The economic recovery is accompanied by acceleration of wage growth. In March the wage growth in the corporate sector stepped up to 5,4% y/y (against 4.8% y/y in February). A necessary condition of sustainable acceleration of economic growth not threatening the achievement of the inflation target is to ensure that in the long run wages do not grow faster than labour productivity. The annual consumer price growth in March fell to 0.4%. The drop in the inflation rate in March 2006 in relation to February was driven by a fall in food and non-alcoholic beverage prices, a slight drop in fuel prices and the fading out of the statistical base effect occurring in the case of the internet services prices. In March 2005 the prices of internet services increased considerably following the introduction of the VAT on those services. Core inflation indicators remained low (in March they ranged between -0.6% y/y and 0.7% y/y). The low level of all core inflation indices confirms continuation of low inflationary pressure. In April, inflation expectations of households remained low (0.6%, i.e. exactly the same as in the previous month). March 2006 saw an increase in annual growth of producer prices in industry up to 0.9% y/y as compared to 0.7% y/y in February (0.7% m/m in March against -0.1% in February). Such a month-on-month rise of producer prices was last observed in April 2005. The increase in the annual growth of PPI occurred even though the effective exchange rate of the zloty was stronger than a year before. In line with the NBP inflation projection presented in the April Inflation Report, the annual GDP growth will be with 50% probability within the range of 3.9-5.0% in 2006 (as compared with 3.8-5.1% in the January projection); 3.4-5.8% in 2007 (as compared with 3.4-5.2%) and 3.5-6.2% in 2008 (as compared with 3.6-5.5%). The April inflation projection indicates that the growth rate of consumer prices is likely to be slightly lower in 2006, similar in 2007, but in 2008 slightly higher than that expected in the January Report. Under constant interest rates, with 50% probability inflation will be within the range of 0.5-2.0% in 2006 Q4 (as compared with 0.5-2.3% in the January projection), 1.3-3.4% in 2007 Q4 (as compared with 1.1-3.6%) and 1.2-3.9% in 2008 Q4 (as compared with 0.8-3.9%). It should be emphasised that the inflation projection presented in the Report does not account for all sources of uncertainty. This primarily applies to the scale of the future impact of globalisation on inflation, the growth of workforce, the direction of economic policy in the coming years and the exchange rate developments. Besides, the projection was prepared on the basis of data available until 24 March 2006 and thus does not account for crude oil and fuel prices, which are considerably higher than those assumed in the projection, higher estimates of GDP and wages in the economy in 2006 Q1 and slightly lower than forecasted CPI in 2006 Q1. However, “net” inflation in 2006 Q1 was consistent with the April projection. The Council maintains its assessment that with large probability inflation will in 2006 Q2 and maybe Q3 remain below the inflation target mainly due to short-term factors. If the developments in the economy were consistent with the April NBP inflation projection, then the current level of the reference rate of the central bank would support a gradual return of inflation to the target over the projection horizon and would also be conducive to keeping economic growth at a pace, which is consistent with the potential output growth, determined by the structural features of the Polish economy. The fact that inflation and core inflation has stayed below the previous forecasts for a relatively long period may be an indication that the impact of the factors which may slow down the returning of inflation to the target in relation to that accounted for in the projection is stronger than previously assumed. Factors which could potentially accelerate the return of inflation back to the target include a higher wage growth than assumed in the projection, provided it would not be -2 - accompanied by sufficiently fast increase of productivity, further oil price hikes or a deterioration of the public finance situation in relation to that envisaged in the Convergence Programme. The Council maintains its belief that the most favourable scenario for Poland would be to implement an economic strategy focused on creating conditions which would ensure the introduction of the euro at the earliest possible date, which would be conducive to a higher long- term economic growth. The Council also approved the Financial Report of the National Bank of Poland prepared as of 31 December 2005. Balance of Payments of the Republic of Poland for 2005 Q4 and the April Inflation Report. The next meeting of the Council will be held on 18 May 2006 and will focus on the draft Report on the implementation of monetary policy guidelines in 2005. The Report will be finally approved at the Council's meeting held on 30-31 May 2006."
Turkiye,2006-04-27,"b) Late Liquidity Window Interest Rates: Within the framework of the Late Liquidity Window Facility, the CBRT overnight borrowing interest rate applicable between 4:00 p.m.  4:30 p.m. at Interbank Money Market is decreased to 9.25 percent from 9.50 percent. Lending interest rate is decreased to 19.25 percent from 19.50 percent. c) The interest rates applicable to overnight and one-week maturity borrowing facilities provided for primary dealer banks via repo transactions within the framework of open market transactions are reduced to 15.25 percent from 15.50 percent. The Monetary Policy Committee has concluded that recent developments do not significantly change the medium-term outlook elaborated in the Inflation Report published in January. In the recent period, economic growth displayed a stable trend, investments and increases in productivity continued while secondary effects of the prices of oil and other commodities remained limited. When items such as energy, unprocessed food and alcoholic beverages-tobacco that are beyond the control of monetary policy are excluded, the general trend of inflation is observed to be downwards. Annual inflation is expected to display a downward trend from the second quarter of the year onwards. However, the cautious approach in monetary policy should be maintained in view of the continuation of price increases in the services sector, the weakening contribution of demand conditions to inflation and the persisting high and volatile oil prices. Moreover, the international liquidity conditions are being closely monitored. In the light of currently available information, policy rates are less likely to increase, rather than decrease or remain stable in the medium-term. It should be noted that new data will be monitored carefully in the near-term. This policy perspective will ensure that inflation is in line with the target path around mid-2007. Meanwhile, it should be emphasized that any new data and information associated with the inflation outlook will potentially lead the Monetary Policy Committee to revise its future stance. A broader summary of the assessments of the Monetary Policy Committee will be published within five working days. b) Late Liquidity Window Interest Rates: Within the framework of the Late Liquidity Window Facility, the CBRT overnight borrowing interest rate applicable between 4:00 p.m.  4:30 p.m. at Interbank Money Market is decreased to 9.25 percent from 9.50 percent. Lending interest rate is decreased to 19.25 percent from 19.50 percent. c) The interest rates applicable to overnight and one-week maturity borrowing facilities provided for primary dealer banks via repo transactions within the framework of open market transactions are reduced to 15.25 percent from 15.50 percent. The Monetary Policy Committee has concluded that recent developments do not significantly change the medium-term outlook elaborated in the Inflation Report published in January. In the recent period, economic growth displayed a stable trend, investments and increases in productivity continued while secondary effects of the prices of oil and other commodities remained limited. When items such as energy, unprocessed food and alcoholic beverages-tobacco that are beyond the control of monetary policy are excluded, the general trend of inflation is observed to be downwards. Annual inflation is expected to display a downward trend from the second quarter of the year onwards. However, the cautious approach in monetary policy should be maintained in view of the continuation of price increases in the services sector, the weakening contribution of demand conditions to inflation and the persisting high and volatile oil prices. Moreover, the international liquidity conditions are being closely monitored. In the light of currently available information, policy rates are less likely to increase, rather than decrease or remain stable in the medium-term. It should be noted that new data will be monitored carefully in the near-term. This policy perspective will ensure that inflation is in line with the target path around mid-2007. Meanwhile, it should be emphasized that any new data and information associated with the inflation outlook will potentially lead the Monetary Policy Committee to revise its future stance. A broader summary of the assessments of the Monetary Policy Committee will be published within five working days."
Philippines,2006-05-03,"At its meeting today, the Monetary Board decided to maintain the BSP's key policy interest rates at 7.5 percent for the overnight borrowing or reverse repurchase (RRP) rate and 9.75 percent for the overnight lending or repurchase (RP) rate. The Monetary Board cited a number of factors which support the maintenance of current policy settings in the near term. First, inflation is expected to decelerate by the second half of 2006. Second, average inflation rate by 2007 is expected to hit the targeted 4-5 percent in the absence of renewed domestic or external shocks. The Monetary Board also considered the evidence of stable core inflation, limited demand-based pressures, and a relative absence of second-round effects on wage- and price-setting. Inflation expectations were found to remain manageable and in support of keeping policy rates unchanged. The Monetary Board recognized, however, that the balance of risks to the inflation outlook remains tilted toward the upside, particularly given the recent uptrend in domestic oil prices. The prospect of continued oil price increases in the next few months, along with expected adjustments in domestic power costs, point to a continuing build-up in supply-side pressures. Such a prospect increases not only the risks to inflation expectations but also the likelihood of second-round effects. Managing the risks to inflation expectations, as well as the risk of potential second-round effects in wage- and price-setting, thus remains the key policy priority. At the same time, given that price pressures remain rooted in supply-side sources, the Monetary Board will continue to support the use of non-monetary measures by concerned government agencies which can more directly address the impact of increased transport and energy costs. The Monetary Board remains strongly committed to achieving the inflation target for 2007 and addressing the risks to future inflation. The Monetary Board will continue to closely monitor and assess the conditions for prices, aggregate demand, domestic liquidity and other factors in order to guide the appropriate response of monetary policy."
Euroarea,2006-05-04,"Ladies and gentlemen, let me welcome you to our press conference and report on the outcome of today's meeting of the ECB's Governing Council. On the basis of our regular economic and monetary analyses, we have decided to leave the key ECB interest rates unchanged. Overall, the information which has become available since our last meeting broadly confirms our earlier assessment of the outlook for price developments and economic activity in the euro area, and that monetary and credit growth remains very dynamic. Against this background, the Governing Council will exercise strong vigilance in order to ensure that risks to price stability over the medium term do not materialise. Such vigilance is particularly warranted in a context of ample liquidity and still very low levels of nominal and real interest rates across the whole maturity spectrum, implying an overall accommodative monetary policy stance. For monetary policy to make an ongoing contribution towards supporting growth and employment in the euro area, inflation expectations must be firmly anchored. Let me now explain our assessment in more detail, turning first to the economic analysis. The data that have become available since the start of the year point to a re-acceleration of economic growth in the first quarter of 2006, following the moderation observed in the last quarter of 2005. In addition, the latest indicators and survey information point to continued growth in the second quarter and lend support to the scenario of a gradual broadening in economic activity as embodied in the March 2006 ECB staff projections. Business confidence is particularly buoyant, which, in principle, bodes well for investment, and the recovery in consumption and employment appears to be proceeding, albeit still gradually. Looking further ahead, the conditions remain in place for continued growth over the coming quarters. Activity in the world economy is expected to remain strong, providing continued support for euro area exports. Investment growth should benefit from an extended period of very favourable financing conditions, balance sheet restructuring, and gains in earnings and business efficiency. Consumption growth should also strengthen over time, in line with developments in real disposable income, as the labour market situation continues to improve. This favourable outlook for economic growth is broadly in line with available forecasts from international organisations and the private sector. Considering the information available, risks to this scenario appear broadly balanced over the shorter term, although recently oil prices have again demonstrated high volatility and their potential for posing downside risks to growth. This underlines the need for further improvement in the transparency of oil markets and further investment in this sector. Concerns about global imbalances continue to prevail over longer horizons, as do risks relating to protectionism. With regard to price developments, according to Eurostat's flash estimate, annual HICP inflation was 2.4% in April 2006, compared with 2.2% in March and 2.3% in February. In the short term, annual inflation rates are likely to remain above 2%, with the month-to-month profile largely dependent on developments in oil prices and the strength of their pass-through to other prices along the production chain. Beyond the short term, changes in administered prices and indirect taxes are expected to affect inflation significantly in 2007 and a further upward impact may also be expected from the indirect effects of past oil price increases. At the same time, wage dynamics in the euro area have remained moderate in recent quarters and wage growth is expected to remain contained, partly reflecting global competitive pressures, particularly in the manufacturing sector. Recent wage moderation has helped to dampen domestic inflationary pressures. Looking ahead, it is equally crucial that the social partners continue to meet their responsibilities in this regard, not least with a view to fostering employment growth. Risks to the outlook for price developments remain on the upside and include further increases in oil prices, a stronger pass-through of oil price rises into consumer prices than currently anticipated, additional increases in administered prices and indirect taxes, and  more fundamentally  stronger wage developments than expected at present, possibly due to second-round effects stemming from past oil price increases. Turning to the monetary analysis, in a context of ample liquidity in the euro area, monetary and credit growth remains very dynamic. In particular, the annual growth rate of loans to the private sector has continued to increase over recent months and has now reached double-digit levels. Credit growth has also become more broadly based across sectors, with borrowing both by households  especially for house purchase  and by non-financial corporations growing more strongly. Monetary growth continues to be driven mainly by the expansion of its most liquid components. Thus the latest developments confirm that the stimulative impact of the low level of interest rates remains the dominant factor behind the current high trend rate of monetary expansion. Overall, further acceleration of monetary and credit growth in this environment continues to point to upside risks to price stability over the medium to longer term. Monetary developments, therefore, require careful monitoring, especially in the light of the strengthening of economic activity and, in particular, of strong asset price dynamics, especially in housing markets. To sum up, annual inflation rates are projected to remain elevated in 2006 and 2007 and the economic analysis confirms that the risks to price stability continue to lie on the upside. Some of these risks appear to have increased in view of the renewed strength of oil prices. Given strong money and credit growth in a context of already ample liquidity, a cross-check of the outcome of the economic analysis with that of the monetary analysis supports the assessment that upside risks to price stability prevail over the medium to longer term. It therefore remains crucial to ensure that medium to long-term inflation expectations in the euro area are kept solidly anchored at levels consistent with price stability  a prerequisite for monetary policy to make an ongoing contribution to sustainable economic growth and job creation. Accordingly, particular vigilance is of the essence in order to ensure that risks to price stability do not materialise. With respect to fiscal policies, there are some signs that the implementation of the Stability and Growth Pact and commitment to the rules have improved since last year's revision. However, fiscal targets in a number of cases are rather lenient and their attainment is still subject to considerable risks. The Governing Council therefore supports any further reinforcement of fiscal consolidation efforts that also takes full advantage of a more favourable economic environment. Appropriately ambitious fiscal targets as part of a comprehensive structural reform programme would bring deficit and debt ratios down more rapidly. This is decisive in order to secure the sustainability of public finances. Such strategies would also boost confidence in the economic prospects of the euro area. As regards structural reforms, the Governing Council again stresses the importance of undertaking comprehensive reforms to ensure open, competitive and well-functioning labour and product markets, including the promotion of wage and price flexibility and the fostering of an attractive environment for investment and innovation. The need for such reforms has again been highlighted by recent oil price developments, as they would enhance the resilience of the euro area economy to external shocks. There is a broad and firm consensus that openness and flexibility are beneficial in promoting growth and employment and it is now essential to turn the agreed reform plans into actions and to strengthen them where necessary. By pushing forward with ambitious structural reforms, euro area countries will also lend support to the ongoing economic recovery."
United States,2006-05-10,"The Federal Open Market Committee decided today to raise its target for the federal funds rate by 25 basis points to 5 percent. Economic growth has been quite strong so far this year. The Committee sees growth as likely to moderate to a more sustainable pace, partly reflecting a gradual cooling of the housing market and the lagged effects of increases in interest rates and energy prices. As yet, the run-up in the prices of energy and other commodities appears to have had only a modest effect on core inflation, ongoing productivity gains have helped to hold the growth of unit labor costs in check, and inflation expectations remain contained. Still, possible increases in resource utilization, in combination with the elevated prices of energy and other commodities, have the potential to add to inflation pressures. The Committee judges that some further policy firming may yet be needed to address inflation risks but emphasizes that the extent and timing of any such firming will depend importantly on the evolution of the economic outlook as implied by incoming information. In any event, the Committee will respond to changes in economic prospects as needed to support the attainment of its objectives. Voting for the FOMC monetary policy action were: Ben S Bernanke. Chairman; Timothy F Geithner. Vice Chairman; Susan S Bies; Jack Guynn; Donald L Kohn; Randall S Kroszner; Jeffrey M Lacker; Mark W Olson; Sandra Pianalto; Kevin M Warsh; and Janet L Yellen. In a related action, the Board of Governors unanimously approved a 25-basis-point increase in the discount rate to 6 percent. In taking this action, the Board approved the requests submitted by the Boards of Directors of the Federal Reserve Banks of Boston. New York. Philadelphia. Cleveland. Richmond. Atlanta. Chicago. St. Louis. Minneapolis. Dallas, and San Francisco."
Chile,2006-05-11,"Central Bank of Chile Santiago, 11 May 2006 Press Release* In its monthly monetary policy meeting, the Board of the Central Bank of Chile decided to maintain the monetary policy interest rate at 5% (annual). The external scenario relevant for the Chilean economy continues to be very favorable, with the copper price increasing sharply to levels considerably above earlier projections. Available information continues to indicate that domestic demand is moderating its fast growth. It also confirms less-than expected growth for the first quarter, although because of one-off effects on specific sectors. Employment continues to grow at high rates, especially the salaried component. Internal financial conditions continue to be expansionary, although lately they show signs of attenuation. The inflation trend has continued in line with projections. Annual inflation measures CPI and CPIX (that excludes fuels and perishables) are temporarily at the upper half of the target range. On the other hand, core inflation CPIX1 (that also excludes some regulated utility rates), other inflation trend indicators and the different measures of expected inflation, continue to be well anchored around the center of the target range. While fuel prices have risen, other cost pressures are well contained. The decision to take a pause does not modify the Board's evaluation that, in the most likely scenario, additional increases in the interest rate in coming months continue to be necessary to have annual inflation around 3% in the normal monetary policy horizon. * The Spanish original prevails."
South Korea,2006-05-11,"The Bank of Korea Monetary Policy Decision The Monetary Policy Committee of the Bank of Korea decided today to maintain the benchmark call rate (uncollateralized overnight rate) at its current level (4.00%) for the intermeeting period. (The following is an unofficial English translation of the Monetary Policy Committee statement). In the real economy, exports continue to exhibit steady growth, the recovery of private consumption has been maintained, and facilities investment is still recovering gradually. On the other hand, an improvement of construction investment has not yet been sufficient. While the surplus on the goods account continues, the current account is in deficit mainly due to increased repatriation of dividends. Both consumer price inflation and core inflation maintain overall stability. Nevertheless, there are latent inflationary pressures due to the economic recovery and run-up in oil prices. The recent rebound in real estate prices has continued. In the financial markets, overall liquidity conditions are favorable and financial institutions' loans have shown a sharp increase. Taking the above economic and financial conditions into consideration, the Monetary Policy Committee of the Bank of Korea decided today to maintain the benchmark call rate (uncollateralized overnight rate) at its current level (4.00%) for the intermeeting period."
Romania,2006-05-11,"In its meeting of May 11, 2006, the Board of the National Bank of Romania has decided the following:. The NBR Board also examined and approved the quarterly Inflation Report that will be released to the public in a press conference organized on May 16, 2006. The analysis of the most recent developments in macroeconomic and monetary indicators shows a continued disinflation process, reinvigorated economic growth as well as the persistence of an unsustainable expansion of consumption. The slowdown in administered price growth (energy, medicines, fixed telephony tariffs) and in volatile food prices during the first months of 2006 triggered a temporary, better than expected drop in inflation, with year-on-year consumer price inflation falling to 6.92 percent in April from 8.6 percent in December 2005. Although disinflation has continued, the short-term inflation outlook has worsened following the impact of increases in indirect taxation on tobacco and alcohol products and of a deterioration of inflation expectations due to uncertainties related to the calendar of administered price adjustments. Growing investment and strong household consumption dynamics, also supported by credit expansion have contributed to an increase in excess demand, while external imbalances have widened. The increase of non-government credit remained robust against the background of heightened bank competition and a change in its structure, where the growing share of lending in lei has led to an improvement of the monetary policy transmission mechanism. The NBR Board believes that implementation of a balanced mix of economic policies (monetary, fiscal, income and structural) is essential to consolidate the disinflation process and continue the convergence process with the European Union. As a part of this mix, the NBR Board envisages to keep a restrictive monetary policy stance for a longer period of time. Under these circumstances and in light of the available data, the NBR Board has decided to maintain the monetary policy rate at 8.5 percent per annum, a decision which, on the background of a consolidation of disinflation will increase the restrictiveness of monetary conditions. It also decided to continue to pursue a firm control of money market liquidity by significant sterilization of excess liquidity via open-market operations. The NBR is restating it will continue to closely monitor monetary and macroeconomic trends in order to appropriately use its entire array of available instruments with the aim to counter inflationary pressures and bring inflation on the forecast trajectory over the medium term. The NBR Board also examined and approved the quarterly Inflation Report, a document that assesses the recent macroeconomic context, presents the inflation outlook as well as the main challenges and risks for monetary policy in the coming period. The report will be released to the public in a press conference organized on May 16, 2006. According to the announced calendar, the next NBR Board meeting dedicated to monetary policy issues is scheduled for June 27, 2006."
