country,date,statement
Poland,2005-03-30,"Monetary Policy Council Warsaw, 30 March 2005 INFORMATION FROM THE MEETING OF THE MONETARY POLICY COUNCIL Held on 29-30 March 2005 The Council decided to reduce the NBP interest rates by 0.5 percentage point to the following levels: reference rate 6.0% on an annual basis; lombard rate 7.5% on an annual basis; deposit rate 4.5% on an annual basis; rediscount rate 6.5% on an annual basis. The Council maintained an easing monetary policy bias. In January and February 2005 economic climate indicators in the euro zone and the United States showed that the discrepancy in the pace of economic recovery in these two areas persisted. International forecasting institutions revised downwards their predictions for economic growth in 2005 in the euro area and in Germany in particular, while the US growth forecasts improved. The recently observed signals of a strengthening inflationary pressure in the United States led to interest rate increases in this market. The interest on American securities increased, which resulted in a decrease in the relative return on portfolio investments in the developing countries and new EU member states alike. This, in turn, contributed to the recently observed outflow of capital from these markets and the depreciation of these countries' currencies. In March 2005 a strong upsurge in crude oil prices was observed in world markets. The forecasts for the next few years now presume that the decrease in oil prices will be significantly smaller than previously expected. According to GUS data, the GDP growth rate in 2004 Q4 amounted to 3.9%, which is less than it had been estimated on the basis of preliminary data for 2004. The data on the GDP in 2004 Q4 confirmed a recovery in investment demand as well as a reduction in the consumption dynamics. Contrary to previous expectations, the contribution of net exports in the GDP growth in Q4 remained positive. ul. Świętokrzyska 11/21, 00-919 Warszawa. Poland, phone (48 22) 826 99 55, fax (48 22) 826 37 51. Upon analysis, the available data indicate that in 2005 Q1 the GDP dynamics will be probably lower than in the previous quarter and also lower than it was accounted for in the February Inflation Report. This prediction is supported by, among others, the low industrial output dynamics and by the evident deterioration in the economic sentiment in manufacturing, even though the economic climate is still assessed positively. In seasonally adjusted terms business confidence in construction and trade also worsened to some extent, after a period of significant improvement in this assessment. The key factor in the assessment of the outlook for economic growth is investment. A considerable improvement in the financial results of enterprises and an evident rise in construction and assembly output create basis for the continuation of the investment recovery. These tendencies, however, might be weakened if the assessments of economic climate continued to deteriorate and if the political risk increased. The available data signal a gradual improvement of the situation in the labour market. The registered unemployment rate decreased from 19.5% in January to 19.4% in February 2005, and was 1.2 percentage points lower than a year ago. In February, another increase in employment in the enterprise sector was recorded. The positive tendency in the labour market is also confirmed by the BAEL data for 2004 Q4, according to which the number of working persons rose (by 2.5% y/y), while the number of unemployed fell (by 5.9% y/y). The gradual improvement of the situation in the labour market is not accompanied by any acceleration in the wage dynamics. In February 2005 the growth rate of nominal wages in the enterprise sector was still low and stood at 1.4% y/y (representing a real decrease of 2.1% y/y), which confirms a lack of wage pressure in enterprises. If the rate of pay rises continues to be lower than labour productivity dynamics, then it should be possible to sustain the high pace of economic growth, which will be based to the greater extent on the employment growth. The fact that the GDP dynamics in 2004 Q4 and probably also in 2005 Q1 proved lower than expected raises the probability of inflation in 2005 running lower than it was presented in the February Inflation Report. In February 2005, the dynamics of consumer prices was considerably lower than expected and amounted to 3.6% y/y. This primarily resulted from the application of a new weight structure used in calculating the price index of consumer goods and services (CPI). The use of the new weight structure led to a revision of annual inflation in January 2005 from 4.0% to 3.7%. The drop in inflation in February was mainly triggered by lowering annual food price dynamics. Net inflation in January and February 2005 stood at 2.3% y/y against 2.4% in December 2004. The fall in the current inflation as well as the shrinking gap between inflation measured with the price index of -2 - consumer goods and services and core net inflation both confirm the disappearance of transitory factors which contributed to inflation increase in 2004. Additionally. March was another consecutive month when inflation expectations of households were decreased (down to 3.4% from 3.9% in February 2005). The downward trend in the dynamics of producer prices in industry has also been continued since it started last year. In February, the rate of growth of these prices fell even more than expected and amounted to 3.4% y/y (compared with 4.5% y/y in January 2005). The data on inflation in the first months of 2005 and the latest forecasts of food prices both increase the probability of inflation in 2005-2006 running lower than presented in the February Inflation Report. This assessment may be changed following commodity price developments in world markets, oil price shifts in particular. Since the last meeting of the Council the zloty has depreciated. The developments of the exchange rate in 2005 Q1 have been broadly consistent with the path accounted for in the February Report. The Council acknowledges the rise in uncertainty surrounding the future course of the exchange rate in view of the situation in international financial markets and the uncertainty related to the pre- election period. The Council maintains its conviction that the sustainability of the economic growth will hinge upon implementation of reforms that would result in decreasing state expenditure and, consequently, lead to a reduction in public finance sector deficit, and which would remove barriers to employment growth. The next meeting of the Council will be held on 26-27 of April 2005."
Philippines,2005-04-06,"At its meeting today, the Monetary Board decided to increase the BSP's policy interest rates by 25 basis points to 7.0 percent for the overnight borrowing or reverse repurchase (RRP) rate and 9.25 percent for the overnight lending or repurchase (RP) rate. In its assessment of the outlook for inflation and output, the Monetary Board noted that demand-driven inflationary pressures remain limited at present given fairly high unemployment, modest credit growth, and spare capacity in manufacturing. At the same time, the latest forecasts continue to show headline inflation declining towards the 4-5 percent target by 2006. However, the upside risks to the inflation outlook have increased given prevailing expectations for international oil prices, which are expected to remain high for the foreseeable future. In addition, recent supply-side developments—particularly the increases in oil prices—may already be feeding into inflation expectations. The prospect of renewed cost-push pressures from rising oil prices and other supply-side factors, combined with falling real wages and rising inflation expectations implies a greater risk that the public will come to expect future inflation to continue to spiral away from the Government's target. Such changes in inflation expectations have an impact on overall price- and wage-setting behavior in the economy. Under these circumstances, the Monetary Board believes that a measured increase in policy interest rates can help prevent rising inflationary expectations from becoming widespread and entrenched and prevent ongoing supply shocks from generating second-round effects. The Monetary Board likewise noted other risks to future prices. Exchange market pressure, for example, remains a risk to inflation expectations, given the likelihood of declining interest rate differentials and possible adverse shifts in investor sentiment due to delays in needed tax measures. Recent increases in liquidity growth due to external inflows are also being monitored closely, because of the potential implications of the additional liquidity for exchange market stability and the inflation path. The Monetary Board emphasized that the increase in the BSP's policy interest rates is chiefly a preemptive move to prevent inflation expectations from spiraling away from the inflation target. he policy action is intended as a response to rising inflation expectations, and underlines the BSP's commitment to fighting inflation. In the months ahead, the BSP will continue to assess the appropriate response to the risks to the inflation outlook, paying particular attention to adjustments in nominal wages and transport fares. The overall stance of monetary policy will be oriented towards responding to inflationary risks and delivering price stability over the policy horizon."
Chile,2005-04-07,"Central Bank of Chile Press Release* 7 April 2005 In its monthly monetary policy meeting, the Board of the Central Bank decided, by unanimous vote, to raise the monetary policy interest rate by 25 basis points, to 3.0% (annual). The information available shows robust expansion of domestic expenditure, while activity growth continues to be strong, although somewhat slower than in recent quarters. Continuing clearly expansionary monetary conditions in Chile and a favorable international environment - although with increased risks associated with it- support this scenario. The latest price information indicates that the various measures of core inflation have continued with their gradual increase, in line with forecasts in the last Monetary Policy Report. Also there is some volatility in monthly inflation, provoked by the international oil price increases through direct effects and regulated rates, a situation that most likely will persist in the short run. Trend inflation and the current monetary stimulus make it advisable to raise the monetary policy interest rate. This adjustment reduces the risk of sharp movements in the future, and is consistent with the process of gradual monetary policy normalization and the good outlook for the Chilean economy. The Board reiterates its commitment to adjust monetary policy in order to maintain expected inflation around 3% per annum over the normal policy horizon of 12 to 24 months. In the most likely scenario, this entails reducing the monetary impulse at a measured pace. In case of any discrepancy or difference in interpretation, the Spanish original prevails."
Euroarea,2005-04-07,"Ladies and gentlemen, it is our pleasure to welcome you to this press conference. The Vice-President and I will now report on the outcome of today's meeting of the Governing Council of the ECB, which was also attended by Commissioner Almunia. All in all, we have not changed our assessment of risks to price stability over the medium term. So far, we have seen no significant evidence of underlying domestic inflationary pressures building up in the euro area. Accordingly, we have left the key ECB interest rates unchanged. Both nominal and real interest rates are at exceptionally low levels, lending ongoing support to economic activity. However, upside risks to price stability over the medium term remain and continued vigilance is therefore of the essence. I shall now explain our assessment in more detail, turning first to the economic analysis. Recent data and survey indicators on economic activity have been mixed. In general they point to ongoing economic growth at a moderate pace over the short term, with no clear signs as yet of a strengthening in underlying dynamics. Looking further ahead, the conditions remain in place for moderate economic growth to continue. Global growth remains solid, providing a favourable environment for euro area exports. On the domestic side, investment is expected to continue to be supported by very favourable financing conditions, improved profits and greater business efficiency. Consumption growth should develop in line with real disposable income growth. However, at the same time, persistently high oil prices in particular pose downside risks to growth. Turning to consumer prices. Eurostat's flash estimate for annual HICP inflation was 2.1% in March, unchanged from February. In the coming months, annual inflation rates are likely to remain somewhat above 2%, although the exact figure will depend largely on how oil prices develop. Looking further ahead, so far we have seen no significant evidence of underlying domestic inflationary pressures building up in the euro area. Wage increases have remained contained over recent quarters and, in the context of moderate economic growth and weak labour markets, this trend is likely to continue for the time being. Given recent oil price rises, it is once again paramount that second-round effects stemming from wage and price-setting throughout the economy are avoided. It is particularly important that the social partners assume their responsibilities in this respect. In addition, developments in longer-term inflation expectations need to be monitored closely. The monetary analysis provides further insight into the outlook for price developments at medium to longer-term horizons. While the latest monetary and credit data show some moderation in the pace of monetary expansion, they confirm that the stimulative effect of the low level of interest rates has remained the dominating force. In addition, the fact that monetary dynamics continue to be driven mainly by the most liquid components suggests that excess liquidity may entail risks of upward inflationary pressures in the medium to longer term. Furthermore, strong monetary and credit growth indicates the need to carefully monitor whether risks are building up in the context of strong house price increases in some regions of the euro area. To sum up, the economic analysis confirms that underlying domestic inflationary pressures remain contained, while there continue to be medium-term upside risks to price stability which need to be monitored closely. Cross-checking with the monetary analysis supports the case for continued vigilance with regard to the materialisation of such risks. Turning to fiscal policies, recent information provides a mixed picture and continues to raise concerns. Although public finances remain sound in a few euro area countries and fiscal consolidation is progressing slowly in others, in several countries fiscal perspectives are worrying, as imbalances are not projected to decline, as planned earlier, and in some cases are even forecast to rise. Given that inappropriate consolidation strategies and shortcomings in their implementation have, in the past, made compliance with the Stability and Growth Pact difficult, it is now essential that consolidation plans are ambitious and are fully implemented. It is equally essential that the European Commission and the ECOFIN Council strictly enforce the new agreement on the implementation of the Pact so as to restore the framework's credibility. The Governing Council would also like to reiterate the need to deliver on fiscal and structural reforms that enhance the sustainability of public finances and confidence in the growth prospects of all Member States. As regards structural reforms in the euro area, the Governing Council welcomes the Presidency Conclusions of the Brussels European Council of 22 and 23 March 2005, which state that “it is essential to relaunch the Lisbon Strategy without delay and re-focus priorities on growth and employment”. EU countries urgently need to promote innovation and human capital formation, establish a regulatory environment which is friendlier for businesses, accelerate market liberalisation, and increase labour market flexibility. Attention must now shift towards implementing this reform agenda. Closing the implementation gap is essential in order to reap the full benefits of structural reforms in terms of both a higher growth potential in the medium term and improved consumer and business confidence in the short term."
South Korea,2005-04-07,"The Bank of Korea Monetary Policy Decision The Monetary Policy Committee of the Bank of Korea decided today to maintain the benchmark call rate (uncollateralized overnight rate) at its current level (3.25%) for the intermeeting period. (An unofficial English translation based on the Korean original of the decision on monetary policy taken by the Monetary Policy Committee on April 7, 2005 is attached). In the real economy, while exports continue to exhibit steady growth and private consumption and facilities investment appear to be improving, construction investment shows a lackluster movement. Meanwhile, the current account has still run a surplus, thanks to that on the goods account. Both core inflation and consumer price inflation are maintaining overall stability, as upward pressure from the demand side has been subdued. Nevertheless, the medium-term evolution of price movements still calls for caution when considering the increasing pressure from the cost side mainly due to high oil prices, and signs of a rebound in housing prices. In the financial markets, overall liquidity conditions are favorable, yet the lending activities of financial institutions including loans to small- and medium-sized enterprises remain sluggish. Taking the above economic and financial conditions into consideration, the Monetary Policy Committee of the Bank of Korea decided today to maintain the benchmark call rate (uncollateralized overnight rate) at its current level (3.25 percent) for the intermeeting period."
Peru,2005-04-07,"Press Release MONETARY PROGRAM FOR APRIL 2005 CENTRAL BANK KEPT REFERENCE INTEREST RATE AT 3.00% In March, the Consumer Price Index of Metropolitan Lima (CPI) augmented 0.65 percent. Thus, the 12-month inflation reached 1.9 percent; lower than the Central Bank inflation target (2.5 percent), but within the target range (1.5  3.5 percent). Core inflation, indicator of the inflationary trend, was 1.3 percent over last 12 months. For the remainder of the year 2005 the forecasts of the Inflation Report of January 2005 are maintained. Thus, it would continue the partial reversion of the inflationary supply shocks that affected the economy last year. The 12-month inflation would converge toward the lower section of the target range (1.5 to 2.5 percent) in most of months of this year. With respect to the determinants of the 2005 inflation, it remains the inflation expectations of the agents around 2.5 percent, moderate import goods inflation and an expected economic growth of 4.5 percent with a positive outlook. The Board of the Central Bank approved to keep the reference interest rates of the monetary operations: The monetary operations of injection and withdrawal of liquidity by means of auctions will be oriented to place the interbank interest rate around the center of the corridor set by the reference interest rates (3.00 percent). For direct repos and monetary regulation credits, the rate is kept at 3.75 percent. For overnight deposits, the rate is maintained at 2.25 percent. In case that the interbank interest rate be higher than 3.75 percent, monetary regulation credits and direct repos will be charged with the market interbank interest rate.For April, the forecasted range for the daily average balance of banks' deposits held at BCRP is 250 - 270 million. This average balance is neither a target nor a monetary policy stance indicator, since it also reflects, among others, seasonal factors as well as liquidity demand changes. The interest rates for Central Bank's operations in dollars are: Monetary regulation credits: 1-month LIBOR plus one percentage point. Overnight deposits: an interest rate equivalent to the rate for similar BCRP's deposits held abroad. Swaps: the commission is maintained to a level that implies a minimum annual effective cost of 3.75 percent. The session in which the Board will approve the following Monthly Monetary Program (May 2005) will be held on May 5th, 2005."
Romania,2005-04-11,"In its meeting on 7 April 2005, the NBR Board analysed the latest developments of macroeconomic indicators and their prospects. The trends in financial, monetary and economic indicators in the first few months of 2005 point to further fast-paced economic growth amid lingering inflationary pressures induced by both the aggregate demand and the hike in administered prices. For 2005, the top priority is to slow down the rate of increase of domestic demand in order to support both the achievement of the 7 percent inflation target and the maintenance of the current account deficit at sustainable levels in the medium term. The NBR Board considers realistic the continuation of disinflation provided an adequate economic policy mix is in place. Both the support of monetary and fiscal policies and the step-up in structural and institutional reforms are critical to the slowdown of the advance in domestic demand. The analysis of the latest developments on the foreign exchange and money markets has underscored the further downtrend in interbank rates as well as in lending and deposit rates. Moreover, the exchange rate of the ROL remained relatively stable at significantly appreciated levels against the previous year, thereby impacting favourably domestic prices and inflation expectations. The room for manoeuvre for the central bank's interest rate policy, given the risks associated with the current differential between domestic and international interest rates amid capital account liberalisation, allows the cut in the policy rate, which is expected to gradually near the market rate, insofar as progress in attaining the objectives of both disinflation and economic policy mix is made. The NBR Board has decided to set the policy rate at 12.5 percent, two percentage points below the previous level. Furthermore, the NBR Board has decided to lower both the interest rate on the lending facility, from 25 percent to 20 percent, and the interest rate on the deposit facility, from 5 percent to 4 percent. The interest rate payable on ROL-denominated required reserves set up by credit institutions has been brought down to 2 percent from 4 percent while that on EUR-denominated reserves has been set at 0.7 percent from 1 percent. The penalty rate on reserve deficit in ROL has been cut to 30 percent from 37 percent. The National Bank of Romania will keep an eye on economic and monetary developments so that, by resorting to adequate tools, to ensure maintenance of a cautious monetary policy stance needed to achieve the inflation targets for 2005 and 2006 (7 percent and 5 percent respectively) as well as on a longer time horizon."
South Africa,2005-04-14,"Over the past two months, the global environment has continued to be characterised by uncertainty. International oil prices have reached record highs despite increases in output quotas by OPEC and have confounded expectations of a short-lived spike. Higher oil prices have resulted in a downward revision of global growth estimates. The imbalances in the US remain, and the outlook for the dollar remains uncertain. Against the dollar, the rand has generally traded in a range higher than that in 2004. Domestically, expenditure remains strong and the robust economic growth has been accompanied by six consecutive quarters of employment growth in the formal non-agricultural sectors of the economy. However, there has recently emerged evidence of some slackening of activity in the manufacturing sector. Despite the uncertain global environment, the inflation outlook remains favourable. Inflation as measured by the consumer price index for metropolitan and other urban areas excluding the interest cost on mortgage bonds (CPIX) has remained within the inflation target range of 3-6 per cent for the past 18 months. After declining to 3,6 per cent in January of this year, it declined further to 3,1 per cent in February. This is the lowest rate of increase of CPIX since the inception of this measure of inflation. The recent downward movement was due in part to consecutive decreases in the petrol price totaling 65 cents per litre between December 2004 and February 2005. Increases in most of the other components of the CPIX were also well contained, while footwear and clothing prices continued to decline. Food prices also continued to increase at a subdued year-on-year rate of 1,6 per cent in February while total goods price inflation measured 1,8 per cent. Of particular significance is the fact that services inflation has continued its gradual downward trend. In January year-on-year services inflation declined below the upper end of the inflation target range to 5,9 per cent, and declined further to 5,6 per cent in February. This was the first time since the introduction of inflation targeting that services inflation has been at these levels. This partly reflects progress made by the public authorities in curbing administered price increases. The overall administered price index however remains above the target range because of the impact of the petrol price, which has a significant weighting in this index. Production price inflation has also remained low, to an important degree due to the impact of the exchange rate of the rand. In January and February, the respective year-on-year inflation rates for the overall PPI were 1,4 per cent and 1,2 per cent. Prices of imported goods increased year-on-year by 0,3 per cent in January, and declined by 0,7 per cent in February. However, the prices of domestically produced goods also remained well contained. In the first two months of this year, the year-on-year inflation in these prices declined to 1,9 per cent and 1,8 per cent respectively, as the prices of agricultural products, manufactured foodstuff and textiles declined. Despite the uncertainties created by the oil market developments, the outlook for inflation remains favourable. The continued low level of production price inflation indicates that significant generalised upward pressure on consumer prices is not expected in the short term. However the recent increases in the petrol price of 42 cents per litre in March and 40 cents per litre in April and possible further increases expected next month suggest that CPIX inflation may have reached its low turning point in February. According to our central forecast. CPIX inflation will begin to rise moderately over the coming months to peak at a level of around 5,25 per cent early next year before resuming a downward trajectory towards the mid-point of the inflation target range. This favourable forecast is underpinned by a number of factors. The latest inflation expectations survey conducted on behalf of the Bank by the Bureau for Economic Research (BER) at the University of Stellenbosch shows a significant decline in inflation expectations. According to the survey. CPIX inflation expectations reached their lowest level since the BER started the survey in 2000. For the first time, all groups of respondents expect inflation to be below the upper end of the inflation target band. On average CPIX inflation is expected to be at 4,5 per cent, the mid-point of the band for 2005, down from 5,5 per cent in the previous survey. CPIX inflation is also expected to remain within the target range for the next 3 years. This outcome indicates that there is an increasing acceptance by the South African population that the low levels of inflation achieved over the past 18 months can be sustained. These improved expectations are corroborated by the gap between the nominal yield on conventional bonds and the real yield on inflation-linked bonds. Although the expected long-term inflation implied by these yields has risen since their February lows, they nevertheless indicate longer-term expectations comfortably within the target range. Government's fiscal policies also remain supportive of monetary policy. Higher than expected tax revenues have resulted in a deficit before borrowing significantly lower than the original estimate of 3,1 per cent and the revised estimate of 2,3 per cent of GDP announced in the budget. Other positive factors include continued low world inflation, progress being made with respect to administered prices and low levels of food price increases in part as a result of the bumper maize crop. Not all the positive factors identified in the previous statement of the MPC have improved however. Unit labour cost developments present a mixed picture. In the last MPC statement we commented on the marked moderation in salary and wage increases. Revisions to the Survey of Employment and Earnings undertaken by Statistics South Africa now indicate that average earnings rose by 7,2 per cent and 10,5 per cent in the third and fourth quarters respectively. With labour productivity growth declining to 0,6 per cent and 0,4 per cent in those quarters, it implies an increase in unit labour cost in the formal non-agricultural sectors of the economy of 6,6 per cent in the third quarter, compared to the original estimate of 4,9 per cent, and 10,1 per cent in the fourth quarter. The average unit labour cost increase for 2004 was 7,3 per cent compared to 4,0 per cent in the previous year. While these figures taken at face value should be a cause for concern, they do not necessarily reflect a reversal of the downward trend in reported nominal wage settlements, which according to recent surveys averaged below 7 per cent in 2004 and around 6 per cent in the first quarter of 2005. These figures appear to confirm the lagged nature of wage settlements, and the continuing adjustment to lower inflation rates. Because of their importance to the inflation process, these developments will be closely monitored by the MPC. There are a number of upside risks to the inflation outlook which the MPC has taken cognisance of. The most important risk factor remains the uncertainty relating to the international oil prices. The price of Brent crude has averaged around US$54 per barrel since the beginning of April, compared to US$45 per barrel in February and the outlook for oil prices has become increasingly uncertain. Domestic expenditure continues to be robust. Growth in real gross domestic expenditure averaged 6,5 per cent in 2004, and real final demand averaged 6,8 per cent. This was a result of acceleration in real household and government consumption expenditure and real gross fixed capital formation. The strong growth in private sector consumption continues to be sustained by relatively low nominal interest rates, higher asset prices, higher levels of consumer confidence and increased real disposable incomes. The higher levels of expenditure continue to be reflected in the money supply aggregates and credit extension by the banking sector. Although the year-on-year monthly rates of increase in M3 have remained fairly stable at around the 12 per cent level, the quarter-to-quarter annualised rate of increase in the fourth quarter of 2004 amounted to 17,6 per cent. In January and February of 2005 the month-on-month annualised growth rate of loans and advances of banks to the private sector was 22,5 per cent and 20,6 per cent respectively. This was mainly the result of asset-backed credit growth which recorded similar rates of increase. However, the rate of increase in house prices has been moderating for the past year. Real gross domestic product growth averaged 3,7 per cent in 2004 compared to 2,8 per cent in 2003. As expected, the quarter-on-quarter annualised growth rate of 4,0 per cent in the fourth quarter of 2004 was slower than the previous quarter rate of 5,7 per cent. Moreover, there is evidence of a slackening of activity in the manufacturing sector. The outlook for growth and for exports in particular will depend to a significant degree on growth developments internationally. Although output growth has been robust, the higher expenditure growth has continued to put pressure on the current account of the balance of payments. The current account deficit widened in the fourth quarter of 2004 to 4,0 per cent of GDP, up from 3,1 per cent in the third quarter. It measured 3,2 per cent of GDP for the year as a whole. However as has been the case for the past three years, these deficits continue to be comfortably financed by inflows on the financial account of the balance of payments. This enabled us to continue building up our levels of foreign exchange reserves at a moderate pace- gross foreign exchange reserves rose to US$15,9 billion and the international liquidity position to US$12,4 billion at the end of March. The prospects for the international economy have become more uncertain and the IMF and the World Bank have both revised down their forecast for growth in 2005, particularly in the eurozone and Japan. The IMF has also warned of an increasingly unbalanced global expansion and the risks posed by higher oil prices, rising inflationary pressures, and the large and growing indebtedness of the United States to the rest of the world. Given the continued imbalances in the US economy, the outlook for the US dollar remains uncertain. The rand exchange rate will continue to be affected by these developments. The rand strengthened after the last MPC meeting, but has weakened more recently as a result of the stronger dollar and the generalised weakness in emerging market assets. It is nevertheless slightly stronger than it was at the time of the last meeting and has traded over the past six months at a range higher than for the main part of 2004. The MPC has carefully reviewed the above-mentioned developments and future prospects for inflation and the economy, taking particular account of the areas of uncertainty identified and the associated risks. The MPC welcomed the evidence of a further material decline in inflation expectations and noted that on balance the outlook for inflation, on the basis of our central forecast, was that CPIX inflation would remain comfortably within the target range of 3-6 per cent over the next two years, even taking account of the impact of the recent rise in oil prices. Although the overall performance of the South African economy seems to be reasonably well sustained, the MPC noted with concern evidence of some slackening in activity in some sectors of the economy as a result of the move by the rand to a higher trading range over the past six months. It remains the view of the MPC that a competitive and stable exchange rate would contribute to continuing sustainable growth in output and employment. Taking all of the above-mentioned developments into consideration, the MPC has decided to reduce the repo rate by 50 basis points to 7,0 per cent per annum with immediate effect. The MPC is convinced that this is appropriate in the circumstances, and consistent with maintaining inflation within the target range. The MPC will continue to monitor domestic and international developments closely, and will not hesitate to adjust rates as and when necessary to ensure that inflation remains within the target range mandated by the government of 3-6 per cent."
Thailand,2005-04-20,"Monetary Policy Committee's Decision on 20 April 2005 Ms. Atchana Waiquamdee. Assistant Governor of the Monetary Policy Group. Bank of Thailand, announced that the Monetary Policy Committee (MPC) met today to assess the latest economic developments and trends in order to determine the appropriate monetary policy stance going forward. The main issues discussed were as follows: 1. Latest data indicated that economic growth in Thailand moderated in the first 2 months of 2005 in response to the negative impacts from higher oil prices, natural disaster, unrest in the southern provinces, and a slowdown in the world economy. Despite greater risks to growth in the short-term, the MPC was confident that strong economic fundamentals should help to support growth in the medium- term at a satisfactory rate. Reflecting higher energy prices, headline and core inflation accelerated in March to 32 per cent and 08 per cent year-on-year, respectively. Nevertheless the probability that core inflation will exceed the target range in the next 8 quarters remains low. The current account was likely to move into deficit in the first quarter of 2005 in response to abnormally high imports, partly due to higher oil prices and inventory accumulation of certain goods whose prices were expected to rise. Nevertheless the MPC still expected the current account to remain in surplus for the year. With the risk of further upward movements in inflation remaining, the MPC deemed that the upward path of the policy rate should be maintained. However against the background of increased risks to growth from negative factors emanating from both domestic and external sources, especially the high price of oil, and without signs of cumulating financial imbalances from unusually low interest rates, policy tightening should be implemented at a gradual pace to ensure that monetary conditions would facilitate private sector's adjustment to the risks outlined above. The MPC therefore decided to maintain the 14-day repurchase at 225 per cent per annum for the time being."
Poland,2005-04-27,"Monetary Policy Council Warsaw, 27 April 2005 INFORMATION FROM THE MEETING OF THE MONETARY POLICY COUNCIL Held on 26-27 April 2005 The Council decided to reduce the NBP interest rates by 0.5 percentage point to the following levels: Reference rate 5.5% on an annual basis Lombard rate 7.0% on an annual basis Deposit rate 4.0% on an annual basis Rediscount rate 6.0% on an annual basis. The Council adopted a neutral monetary policy bias. In March 2005, the consumer confidence indicators in the euro area and the United States deteriorated, which resulted mainly from a strong growth of crude oil prices and their persistently high level in February and March 2005. High oil prices contributed also to a worsening of economic climate in the enterprise sector, which was particularly visible in the euro area, and to an increase in the dynamics of producer prices in industry in the United States and most euro area economies. International forecasting agencies revised upwards oil price forecasts for the coming years. According to their current forecasts, the years 2006 and 2007 will see these prices decrease on a smaller scale than previously expected. In April the return on American securities fell, increasing the relative profitability of portfolio investments in the developing countries and in the new EU member states. In March. Poland saw a decline in industrial output dynamics, which was deeper than expected (drop of 3.7% y/y). Negative annual industrial output dynamics was mainly related to the high level of production in March 2004 (then the growth stood at 23.5% y/y) and a smaller number of working days as compared to the previous year. After seasonal adjustment, the production decline reached 1% y/y and 1.6% m/m. As expected in the February Inflation Report, considering moderate consumption dynamics and a probably neutral contribution of net exports to GDP growth, investment is the key factor for the outlook for economic growth and inflation. The investment in enterprises (9.2% y/y increase) was a dynamic factor behind last year's investment growth of 5.1% y/y, with a particularly strong growth recorded in the group of medium-size enterprises. Despite lower output dynamics in the construction and assembly sector, partly due to unfavourable weather conditions, construction site development companies noted a considerable output growth which, combined with positive assessments of investment plans signalled in the business climates surveys of the National Bank of Poland, indicates continuation of investment recovery. However, other business climate surveys suggest that the assessment pointing to stabilisation or deterioration of the current business conditions prevails and they also indicate that expectations of the future economic activity are not unambiguous. ul. Świętokrzyska 11/21, 00-919 Warszawa. Poland, phone (22) 826 99 55, fax (22) 826 37 51. Upon analysis, the available data for 2005 Q1 confirm earlier expectations according to which the GDP growth in 2005 Q1 was lower than in 2004 Q4 and lower than it was accounted for in the February Inflation Report. The available data signal a gradual improvement in the labour market. The registered unemployment rate fell from 19.4% in February to 19.3% in March 2005, and was down by 1.1 percentage point, as compared to the corresponding period last year. In March 2005 the employment in the corporate sector stabilised and was higher by 1.6% y/y. The growth rate of nominal wages in the corporate sector was still low and stood at 2.2% y/y, which means a drop of 1.2% y/y in real terms and confirms a lack of wage pressure in enterprises. In March 2005, the consumer prices dynamics stood at 3.4% y/y, which was below the upper limit for deviations of the inflation target. March's inflation decline was driven mainly by lower annual food and non-alcoholic beverage price dynamics. A drop was also recorded in most core inflation indicators except for net inflation which increased to 2.4% y/y from 2.3% in February. The fall in the current inflation as well as the shrinking gap between inflation measured with the price index of consumer goods and services and core net inflation both confirm the disappearance of transitory factors which contributed to inflation increase in 2004. Moreover. April 2005 saw a further decrease in households' inflation expectations (down to 3.0% from 3.4% in March 2005). The downward trend in the producer prices in industry started last year has continued. In March, the annual dynamics of those prices amounted to 2.2% y/y (compared with the revised downward 3.2% y/y in February 2005). The data on inflation in 2005 Q1 and the latest food price forecasts suggest the likelihood of inflation rate running lower in the years 2005-2006 than presented in the February Inflation Report. This assessment may be adjusted following commodity price developments in the world markets, and oil price movements in particular. At the same time, a further increase in oil prices may additionally weaken GDP growth. The exchange rate developments in April 2005 have been broadly consistent with the path accounted for in the February Report. The developments of the exchange rate may be affected by the situation in the international financial markets and the uncertainty related to the pre-election period. The Council is concerned about numerous legislative proposals put forward in the recent months which may result in an increase in the general government deficit and, in consequence, a postponement of the fulfilment of the euro area membership criteria. The uncertainty concerning the prospects for public finance reforms and the extent of the implementation of other necessary structural reforms is a significant risk factor for inflation. In the Council's assessment, the balance of risks for future inflation is more favourable than presented in the February inflation projection. In March the signals of food price dynamics falling faster than expected were confirmed. Compared to March, the likelihood of the GDP growth in 2005 being lower than projected in the February Report has increased. Moreover, strong wage discipline in the enterprise sector has continued. In the Council's assessment, starting from 2005 Q3 inflation may stay below the inflation target for a few quarters. At the same time, the Council recognizes the risk of a stronger inflationary pressure in the longer term, related to the revision of the oil price forecasts which are, however, subject to considerable uncertainty. The next meetings of the Council will be held on 17 May 2005 (when the Report on monetary policy implementation in 2004 and the NBP Annual Report for 2004 will be discussed) and on 24- 25 May 2005."
