,gdpsh465,bmp1l,freeop,freetar,h65,hm65,hf65,p65,pm65,pf65,s65,sm65,sf65,fert65,mort65,lifee065,gpop1,fert1,mort1,invsh41,geetot1,geerec1,gde1,govwb1,govsh41,gvxdxe41,high65,highm65,highf65,highc65,highcm65,highcf65,human65,humanm65,humanf65,hyr65,hyrm65,hyrf65,no65,nom65,nof65,pinstab1,pop65,worker65,pop1565,pop6565,sec65,secm65,secf65,secc65,seccm65,seccf65,syr65,syrm65,syrf65,teapri65,teasec65,ex1,im1,xr65,tot1,Outcome
11,7.237778191923443,0.2151,0.078488,0.011581,0.022,0.031,0.014,1.0,0.73,0.7199999999999999,0.16,0.17,0.19,5.65,0.10399999999999998,4.044804116661965,0.0299,6.048,0.109,0.2378,0.0179,0.0041,0.017,0.1251,0.1908,0.16935,1.82,2.82,0.83,1.23,1.94,0.53,2.605,2.857,2.356,0.061,0.095,0.027,47.32,43.25,51.34,0.2,84292.0,0.3219,0.4287,0.03164,8.83,9.21,8.46,3.79,3.61,3.96,0.594,0.674,0.515,28.2,14.800000000000002,0.026999999999999996,0.0275,1.938,0.007666,0.12795120890099998
12,8.115819701211327,0.4318,0.137482,0.026547,0.059000000000000004,0.073,0.045,1.0,1.0,1.0,0.34,0.31,0.35,4.78,0.10100000000000002,4.087655574071304,0.023,5.18,0.116,0.3459,0.0335,0.0262,0.023,0.09869999999999998,0.1689,0.11969,2.75,3.8,1.77,1.8699999999999999,2.56,1.23,5.018,5.186,4.864,0.092,0.127,0.060000000000000005,17.22,15.739999999999998,18.58,0.0,8579.0,0.3153,0.3896,0.049423,21.98,20.84,23.03,10.26,9.08,11.359999999999998,1.132,1.126,1.138,52.1,18.8,0.0804,0.093,0.0029999999999999996,0.016968,-0.024326089450000032
13,7.271703706887368,0.1689,0.164598,0.044446,0.029,0.045,0.013,0.84,0.8300000000000001,0.9,0.17,0.18,0.16,6.340000000000001,0.096,4.030694535145645,0.032,6.672,0.106,0.19212,0.025200000000000004,0.023,0.017,0.08099999999999999,0.1104,0.07023,1.2,2.06,0.4,0.82,1.4,0.28,3.001,3.262,2.7590000000000003,0.04,0.069,0.014,27.9,25.42,30.2,0.0,18506.0,0.2947,0.4579,0.0323138,10.5,12.01,9.1,3.8,4.55,3.1000000000000005,0.568,0.695,0.45,35.9,13.099999999999998,0.0617,0.0678,10.479,0.004573,0.07829342495600011
14,7.121252453244542,0.18320000000000003,0.188016,0.045678,0.033,0.051,0.015,0.91,0.94,0.88,0.17,0.19,0.15,6.78,0.11200000000000002,4.02535169073515,0.0299,6.886,0.119,0.23302,0.0181,0.0155,0.021,0.10989999999999998,0.154,0.1179,1.85,2.96,0.77,1.26,2.01,0.54,3.183,3.5,2.876,0.062000000000000006,0.099,0.026,36.33,30.74,41.75,0.3,5162.0,0.3107,0.4505,0.0387447,7.869999999999999,8.14,7.6000000000000005,3.0800000000000005,3.01,3.1600000000000006,0.43999999999999995,0.512,0.369,37.4,12.7,0.0775,0.078,18.476,-0.020322,0.11291154708899986
15,6.977281341630747,0.0962,0.204611,0.077852,0.037,0.043,0.03,1.0,1.0,0.98,0.13,0.13,0.13,6.5600000000000005,0.073,4.169761201506855,0.0255,6.752,0.08,0.06638,0.0145,0.013800000000000002,0.017,0.0712,0.12029999999999999,0.0892,1.56,2.39,0.78,1.24,1.8600000000000003,0.66,3.544,4.009,3.111,0.056,0.085,0.029,22.76,15.22,29.78,0.2495,2051.0,0.3178,0.4582,0.0331546,7.75,9.64,5.99,3.1,3.85,2.4,0.419,0.548,0.299,30.3,7.900000000000001,0.0668,0.0787,125.99,0.028916,0.05230819115000007
16,7.649692623711514,0.022699999999999998,0.136287,0.04673000000000001,0.081,0.105,0.056,0.99,1.0,0.93,0.25,0.34,0.24,6.679999999999999,0.13,3.92395157629342,0.029999999999999995,6.813999999999999,0.136,0.13666,0.0259,0.0245,0.027,0.089,0.1336,0.08204,3.28,4.63,1.95,2.24,3.12,1.36,3.283,4.037,2.536,0.11,0.155,0.066,38.88,25.49,52.14,0.1,11467.0,0.3036,0.4365,0.0348827,10.6,12.58,8.63,4.01,4.51,3.51,0.562,0.699,0.42699999999999994,35.7,14.7,0.0872,0.0938,26.8,0.020228,0.03639089036599974
17,8.056743774975313,0.0208,0.19785299999999997,0.037224,0.083,0.097,0.069,1.0,1.0,1.0,0.44,0.42,0.46,2.84,0.048,4.220977213155467,0.0119,2.88,0.049,0.1064,0.026100000000000005,0.0241,0.014,0.1205,0.1338,0.09596,1.6,1.7,1.5,1.09,1.14,1.04,4.574,4.595,4.553,0.054,0.057,0.051000000000000004,14.099999999999998,13.690000000000001,14.5,0.0,2693.0,0.397,0.2788,0.08354989999999998,14.1,15.129999999999999,13.1,3.1,2.8900000000000006,3.3,0.722,0.765,0.68,36.6,12.599999999999998,0.055700000000000006,0.06239999999999999,0.052,0.013407,0.029738225480000047
18,8.780941113572387,0.2654,0.189867,0.031747,0.068,0.089,0.046,0.94,0.93,0.95,0.27,0.27,0.29,6.12,0.065,4.138361447638875,0.0389,6.394,0.073,0.06816,0.023000000000000003,0.018,0.019,0.1039,0.0649,0.02788,2.04,3.15,0.9099999999999999,1.39,2.13,0.63,2.636,3.037,2.229,0.069,0.10600000000000001,0.031,47.75,42.41,53.17,0.7259,8970.0,0.3014,0.4588999999999999,0.0261984,7.069999999999999,8.26,5.86,2.92,2.8599999999999994,2.99,0.372,0.462,0.281,34.0,20.3,0.3178,0.1583,4.5,-0.024761,-0.0566435791769998
19,6.2878585601617845,0.4207,0.130682,0.109921,0.053,0.039,0.011,0.74,0.69,0.4,0.27,0.55,0.07,6.230000000000001,0.15,3.8110970868381857,0.0228,6.466000000000001,0.158,0.14032,0.024299999999999995,0.021,0.028,0.0828,0.2534,0.20486,0.56,0.8899999999999999,0.2,0.39,0.63,0.13,1.629,2.49,0.708,0.019,0.03,0.007,74.16,60.58,88.69,0.00046,495155.99999999994,0.4259,0.4016,0.0353788,2.63,4.07,1.09,0.99,1.58,0.34,0.142,0.223,0.05500000000000001,35.5,19.1,0.0201,0.0341,4.762,-0.021656,0.019204801999999965
20,6.137727054086234,0.1371,0.123818,0.015897,0.028000000000000004,0.025,0.007,0.72,0.75,0.63,0.12,0.17,0.07,5.51,0.128,3.7864597824528,0.039,5.442,0.134,0.027133,0.025000000000000005,0.0174,0.042,0.0799,0.0355,0.01,0.33,0.58,0.08,0.14,0.25,0.04,1.598,2.284,0.927,0.01,0.017,0.002,67.81,55.27,80.1,0.101675,107041.0,0.3902,0.4117,0.0309508,2.99,4.56,1.45,1.27,1.9899999999999998,0.56,0.148,0.232,0.065,41.3,21.3,0.029800000000000004,0.0297,4.125,-0.054872,0.08520600411199997
21,8.128880142125638,0.0,0.16721,0.0033109999999999997,0.129,0.196,0.063,1.0,1.0,1.0,0.82,0.83,0.83,2.02,0.018,4.252771798816619,0.0099,2.074,0.025,0.30274,0.0413,0.0317,0.01,0.078,0.1255,0.08403,6.26,10.81,2.1,3.91,7.47,0.65,6.882000000000001,7.355,6.449,0.204,0.366,0.055,2.12,0.7,3.41,0.00422,98881.0,0.4935,0.2686,0.0624893,33.84,32.99,34.63,11.2,9.07,13.16,1.7270000000000003,1.91,1.5599999999999998,28.1,23.2,0.056999999999999995,0.060899999999999996,360.0,-0.054874,0.133982213111
22,6.680854678790215,0.4713,0.228424,0.029328000000000003,0.062,0.09,0.032,1.0,1.0,0.97,0.3499999999999999,0.44000000000000006,0.25,4.84,0.06199999999999999,4.037774210733707,0.0276,5.346,0.073,0.09558,0.0436,0.0352,0.051,0.12370000000000002,0.20380000000000004,0.11762,3.6,6.56,0.9000000000000001,2.66,4.85,0.66,4.426,5.81,3.162,0.12499999999999999,0.228,0.031,43.6,31.34,54.8,0.10404,28530.0,0.3438,0.4184,0.0327725,17.5,25.82,9.9,7.76,11.92,3.95,0.974,1.526,0.47,62.4,34.9,0.0206,0.0618,265.69,0.018194,0.17302473839299992
23,7.1770187659099,0.0178,0.18524000000000002,0.015453,0.02,0.026,0.013,0.9,0.96,0.8,0.28,0.34,0.21,6.250000000000001,0.055,4.05871738457895,0.029999999999999995,6.632,0.064,0.16828,0.0332,0.0281,0.02,0.126,0.1409,0.09313,1.46,2.01,0.8900000000000001,1.24,1.7299999999999998,0.72,2.82,3.998,1.5880000000000003,0.054,0.075,0.032,50.57,32.22,69.77,0.0,9502.0,0.34,0.4497,0.0322037,9.39,14.06,4.49,3.99,6.0,1.8900000000000001,0.571,0.843,0.286,26.9,24.1,0.2295,0.199,3.061,-0.034733,0.10969914662200009
24,6.648984550024776,0.4762,0.171181,0.058936999999999996,0.018,0.027999999999999997,0.007,0.4,0.5899999999999999,0.22,0.12,0.18,0.07,7.0,0.149,3.8242840911201395,0.0268,7.132,0.156,0.16442,0.025200000000000004,0.0154,0.026,0.10709999999999999,0.1918,0.1508,1.28,1.8100000000000003,0.7,1.11,1.56,0.6,1.121,1.527,0.67,0.048,0.067,0.026,83.02,77.92,88.68,0.0,57145.0,0.3323,0.4495,0.0361886,4.65,6.650000000000001,2.42,1.74,2.62,0.7600000000000001,0.357,0.512,0.185,39.9,26.9,0.0178,0.0634,4.762,-0.000222,0.015989903570000186
25,6.879355804460439,0.2927,0.179508,0.035842,0.188,0.169,0.208,1.0,1.0,1.0,0.41,0.42,0.38,6.8,0.072,4.0163830207523885,0.0297,6.896,0.076,0.12914,0.026200000000000005,0.0233,0.013,0.0839,0.1503,0.11397,7.74,8.49,7.030000000000001,5.03,5.16,4.91,4.222,4.661,3.802,0.256,0.273,0.23900000000000002,27.72,24.43,30.88,0.0,32029.999999999996,0.3738,0.4616,0.0293475,11.980000000000002,14.45,9.61,5.06,6.5,3.69,0.651,0.759,0.547,31.4,31.200000000000003,0.0695,0.0728,4.017,0.033636,0.06224976607999988
26,7.347299700743164,0.1017,0.247626,0.037392,0.08,0.133,0.027,0.78,1.0,0.52,0.28,0.43,0.12,7.659999999999999,0.114,3.966511190712216,0.031000000000000003,7.4559999999999995,0.125,0.13298,0.034,0.0304,0.075,0.1324,0.082,0.01,0.96,1.64,0.28,0.64,1.11,0.17,1.374,2.2,0.54,0.032,0.055,0.009,72.17,55.01,89.49,0.75,5325.0,0.264,0.46580000000000005,0.0439437,3.07,4.55,1.57,1.5,2.26,0.7199999999999999,0.19500000000000003,0.303,0.085,36.2,21.6,0.086,0.0898,3.177,0.010162,0.10987068852800008
27,6.725033642166843,0.0266,0.179933,0.046376,0.015,0.02,0.01,0.78,0.82,0.76,0.14,0.14,0.1,6.31,0.088,4.018183201256536,0.0302,6.394,0.096,0.13944,0.0209,0.0181,0.025,0.0969,0.1016,0.05862,0.85,1.23,0.49,0.85,1.23,0.49,3.2420000000000004,4.027,2.478,0.034,0.049,0.02,41.96,31.57,52.07,0.0,30641.0,0.5047,0.4525,0.0292092,5.17,7.69,2.73,1.71,2.59,0.86,0.258,0.382,0.137,34.6,16.5,0.0558,0.0613,20.8,-0.018514,0.09210627726400022
28,8.451053388911692,0.0,0.358556,0.016468,0.09,0.133,0.044,1.0,1.0,1.0,0.52,0.52,0.52,2.69,0.028000000000000004,4.242764567340374,0.0058,2.78,0.033,0.21124,0.029899999999999996,0.024799999999999996,0.012,0.1296,0.1684,0.13139,2.81,5.1,0.98,1.59,3.02,0.46,4.002,4.49,3.6150000000000007,0.088,0.162,0.029,1.79,1.76,1.82,0.0,7271.0,0.4473,0.2327,0.1317563,8.32,10.11,6.890000000000001,3.6,4.47,2.91,0.766,1.087,0.51,21.9,15.300000000000002,0.1687,0.1635,26.000000000000004,0.010943,0.08337604137000021
29,8.602453035367061,0.0,0.416234,0.014721,0.148,0.194,0.1,1.0,1.0,1.0,0.75,0.77,0.73,2.61,0.024,4.2612704335380815,0.0071,2.64,0.028,0.23906,0.0507,0.04630000000000001,0.035,0.1271,0.1299,0.04905,4.51,6.35,2.81,3.66,5.540000000000001,1.9300000000000002,7.5920000000000005,7.898,7.311,0.163,0.238,0.095,1.8000000000000003,2.56,1.1,0.0,9464.0,0.3769,0.2357,0.1260566,29.87,31.010000000000005,28.82,12.93,13.769999999999998,12.17,1.5540000000000003,1.724,1.398,20.6,7.2,0.2629,0.2698,49.99999999999999,-0.001521,0.07623345328600006
30,8.619027497297505,0.0,0.293138,0.005517,0.142,0.16,0.122,1.0,1.0,1.0,0.56,0.53,0.59,2.83,0.022,4.26689632742025,0.013,3.8199999999999994,0.026,0.2456,0.028899999999999995,0.0231,0.059000000000000004,0.1567,0.1502,0.0681,2.66,3.97,1.49,1.36,2.25,0.57,4.711,4.823,4.612,0.08,0.124,0.041,1.79,2.57,1.1,0.004295,48758.0,0.4233,0.2558,0.1210878,9.85,9.12,10.51,3.9699999999999998,3.54,4.36,0.699,0.749,0.655,29.5,17.0,0.10990000000000001,0.102,4.937,0.008913,0.08402384142400021
31,8.733755131364893,0.0,0.30472,0.011658,0.088,0.13,0.043,1.0,1.0,1.0,0.45,0.35,0.5500000000000002,2.51,0.024,4.251348311031766,0.0112,2.468,0.029,0.3185,0.029699999999999997,0.0211,0.045,0.1441,0.156,0.08969,2.39,3.3,1.64,1.36,2.07,0.77,7.916,8.196,7.684,0.075,0.107,0.048,0.9000000000000001,1.58,0.33,0.0,59011.99999999999,0.4528,0.2223,0.1192639,15.87,18.65,13.570000000000002,6.87,8.26,5.7299999999999995,0.551,0.67,0.451,27.4,22.8,0.1472,0.1332,4.0,0.035536,0.05294077800999997
32,7.665753431861699,0.007,0.288405,0.011589,0.098,0.134,0.062,1.0,1.0,1.0,0.49,0.62,0.43999999999999995,2.3,0.034,4.254193263163997,0.0053,2.244,0.039,0.27082,0.0164,0.0137,0.041,0.1147,0.1399,0.08498,3.0,4.78,1.41,2.88,4.57,1.38,5.018,5.857,4.276,0.118,0.187,0.056,17.34,6.98,26.49,0.0118,8551.0,0.3975,0.2565,0.0885277,9.59,11.51,7.889999999999999,4.34,4.89,3.8600000000000003,0.598,0.779,0.437,35.6,25.9,0.0712,0.1308,30.0,0.022097000000000002,0.11698963144599994
33,7.998671361015775,0.0,0.345485,0.006503,0.119,0.159,0.075,1.0,1.0,1.0,0.51,0.53,0.43999999999999995,4.03,0.025,4.259859000699674,0.0031,3.908,0.029,0.19378,0.0341,0.028599999999999997,0.014,0.1391,0.153,0.11061,4.5,5.52,3.5,2.55,3.49,1.63,6.449,6.367,6.529,0.141,0.18,0.103,3.9999999999999996,4.0,3.9999999999999996,0.0,2876.0,0.3898,0.3113,0.1119611,26.699999999999996,22.32,31.0,11.56,10.01,13.089999999999998,1.418,1.301,1.533,33.2,14.2,0.21950000000000003,0.2614,0.357,0.004606,0.06785171176600002
34,8.281977058867758,0.0,0.28844,0.005995,0.107,0.14,0.073,1.0,1.0,1.0,0.47,0.53,0.42,2.66,0.036,4.254193263163997,0.007,2.506,0.041,0.29036,0.0365,0.0303,0.032,0.1214,0.16,0.09721,2.47,3.79,1.27,1.4,2.29,0.6,4.83,5.258,4.441,0.078,0.122,0.037,10.32,7.860000000000001,12.56,0.0,52112.0,0.4008,0.2465,0.0996891,15.150000000000002,17.51,13.01,6.15,7.11,5.27,0.96,1.184,0.756,22.099999999999998,12.299999999999999,0.0752,0.0842,625.0,-0.009181,0.07390490591999987
35,8.627123250788433,0.0,0.371898,0.014586000000000002,0.168,0.24299999999999997,0.087,1.0,1.0,1.0,0.61,0.64,0.5500000000000002,3.03,0.014000000000000002,4.297285406218791,0.0136,3.162,0.017,0.27884,0.0531,0.0412,0.044,0.1384,0.1556,0.07081,2.73,4.4,1.14,1.55,2.62,0.53,5.693,6.01,5.391,0.086,0.14,0.033,0.0,0.0,0.0,0.0,12292.0,0.3567,0.286,0.0955906,14.19,15.61,12.840000000000002,4.45,5.05,3.8800000000000003,0.723,0.884,0.57,31.1,19.0,0.2816,0.2827,3.62,0.002372,0.07407064939499985
36,8.733110697638708,0.0,0.287587,0.003998,0.107,0.136,0.075,0.97,1.0,1.0,0.64,0.66,0.66,2.93,0.017,4.300002799195291,0.0078000000000000005,2.904,0.018,0.27975999999999995,0.0461,0.0349,0.034,0.137,0.1599,0.09101,2.36,4.01,0.79,1.05,1.89,0.25,5.863,6.115,5.623,0.068,0.118,0.021,0.79,0.79,0.78,0.0,3723.0,0.4036,0.2517,0.1195273,16.93,17.83,16.07,8.86,8.36,9.33,0.915,1.026,0.81,21.499999999999996,10.6,0.3229,0.3448,7.143,0.007208,0.06583768805500001
37,8.144969417087875,0.0,0.235179,0.009676,0.05600000000000001,0.088,0.025,1.0,1.0,1.0,0.38,0.45999999999999996,0.29,2.94,0.038,4.2612704335380815,0.0102,2.864,0.042,0.16776,0.0117,0.0097,0.02,0.0785,0.0948,0.06461,1.82,2.9,0.88,1.03,1.74,0.4099999999999999,3.851,4.188,3.553,0.057,0.093,0.026,21.23,17.8,24.26,0.0,32056.0,0.3668,0.2767,0.0856314,4.86,6.14,3.73,2.02,2.68,1.4299999999999997,0.439,0.598,0.299,33.7,22.5,0.048,0.0492,59.997,0.009702,0.09485109406399994
38,8.769973211858753,0.0,0.265778,0.008629,0.131,0.15,0.10999999999999999,0.95,0.94,0.97,0.6200000000000001,0.63,0.87,2.39,0.012999999999999998,4.302712827954156,0.0067,2.286,0.015,0.26512,0.0499,0.0412,0.041,0.1661,0.2305,0.14846,7.65,8.15,7.17,4.34,5.36,3.35,7.616,7.919999999999999,7.3229999999999995,0.24000000000000002,0.27,0.21,0.73,1.1,0.38,0.0,7734.0,0.45160000000000006,0.2137,0.1265839,34.07,35.98,32.22,21.670000000000005,24.46,18.98,2.425,2.629,2.228,20.2,12.1,0.2064,0.2053,5.173000000000001,-0.000185,0.05270536148700011
39,8.632127729508337,0.0,0.282939,0.005048,0.12,0.167,0.07,0.92,0.9699999999999999,1.0,0.66,0.66,0.65,2.86,0.02,4.264087336809195,0.0068,2.828,0.022,0.1852,0.0451,0.0345,0.063,0.1638,0.2211,0.12382,2.53,3.82,1.38,1.43,2.32,0.65,7.271999999999999,7.234,7.306,0.079,0.12299999999999998,0.041,0.0,0.0,0.0,0.0,54350.0,0.45810000000000006,0.2373,0.120092,26.98,23.91,29.71,4.54,2.99,5.91,1.097,1.036,1.151,23.1,15.0,0.1518,0.1576,0.357,0.011117,0.04718048256200014
40,8.718990524710849,0.0,0.150366,0.024377,0.146,0.181,0.108,1.0,1.0,1.0,0.75,0.75,0.53,3.7300000000000004,0.02,4.26549281841793,0.0204,3.9880000000000004,0.021,0.22554,0.0332,0.025600000000000005,0.019,0.111,0.2083,0.16392,4.9,6.96,2.9,1.89,2.73,1.07,9.54,9.702,9.383,0.136,0.194,0.079,0.9000000000000001,0.9,0.9,0.0,2628.0,0.3746,0.323,0.0814307,54.3,52.65,55.9,23.51,23.430000000000003,23.6,2.19,2.25,2.132,28.0,19.7,0.1694,0.1688,0.7189999999999999,0.02292,0.03902416481000004
41,7.360739903058277,0.4181,0.218471,0.027087,0.032,0.038,0.012,0.9299999999999999,1.0,0.75,0.2,0.24999999999999997,0.14,7.26,0.12,4.007333185232471,0.0306,7.368,0.161,0.2456,0.0567,0.0394,0.02,0.1443,0.1465,0.08737,0.64,1.11,0.22999999999999998,0.42,0.75,0.14,1.11,1.792,0.52,0.021,0.037,0.007,78.73,65.87,89.87,0.0,16018.0,0.2156,0.474,0.0418279,2.7,4.28,1.34,1.38,2.26,0.62,0.168,0.276,0.074,40.9,25.9,0.1905,0.22570000000000004,3.9490000000000003,0.205768,0.01677520982300007
42,6.628041376179533,0.0,0.197079,0.045704,0.013,0.019,0.004,0.97,1.0,0.87,0.13,0.18,0.08,6.3,0.114,3.94158180766969,0.0268,5.988,0.154,0.11812,0.0338,0.0302,0.018,0.1179,0.1884,0.13981,0.3,0.51,0.1,0.2,0.34,0.07,1.246,1.9609999999999999,0.58,0.01,0.017,0.003,75.8,63.26,87.5,0.0,7520.0,0.4502999999999999,0.4182,0.0352394,4.4,7.3999999999999995,1.5999999999999999,1.22,2.03,0.46,0.23300000000000004,0.393,0.085,50.4,29.9,0.1079,0.1158,222.42,-0.045027,0.06004608620899998
