country,date,statement
Peru,2009-08-15,"- MONETARY PROGRAM FOR AUGUST 2009 BCRP REDUCED REFERENCE INTEREST RATE TO 1.25% The Board of the Central Reserve Bank of Peru approved to reduce the monetary policy reference interest rate for the seventh consecutive month. This rate has been reduced from 2.0 to 1.25 percent, as a result of which this rates accumulates a reduction of 525 basis points so far this year. This decision is based on the sustained reduction observed in the rate of inflation from 6.65 percent in December to 2.68 percent in July and on the continuous reduction of inflation expectations. The Central Bank does not foresee inflationary pressures in the next months. Inflation in July showed a rate of 0.19 percent, as a result of which accumulated inflation in the last 12 months declined for the eighth consecutive month, falling within the target range. Inflation is expected to continue declining in the next months, showing rates close to the lower band of the target range by the end of the year. With this new reduction, the reference interest rate has reached a new historical minimum level. The reduction of the reference rate has been translating into lower interest rates in the financial system and in the capital market. Unless important modifications should occur in terms of inflation forecasts or the determinants of inflation, the need for new adjustments in the reference rate is not foreseen. The Board also approved to reduce the following annual interest rates on active and passive operations in domestic currency (not included in auctions) between the BCRP and the financial system as described below: Direct repo and rediscount operations: 2.05 percent. Overnight deposits: 0.45 percent. Swap: a commission equivalent to a minimum annual effective cost of 2.05 percent. The interests on reserve requirements in foreign currency corresponding to additional reserve requirements, provided that they are deposited at this Central Bank, will be equivalent to 60 percent of the London Interbank Offered Rate (LIBOR rate). The Board will approve the Monetary Program for the next month on its session of September 10, 2009."
Turkiye,2009-08-18,"The Monetary Policy Committee (The Committee) has decided to lower the policy rates as follows: a) Overnight Interest Rates: Borrowing rate is decreased from 8.25 percent to 7.75 percent, while lending rate is decreased from 10.75 percent to 10.25 percent, b) Late Liquidity Window Interest Rates: Borrowing rate between 4:00 p.m.  5:00 p.m. is decreased from 4.25 percent to 3.75 percent, while lending rate is decreased from 13.75 percent to 13.25 percent, c) The interest rate on overnight and one-week maturity borrowing facilities provided for primary dealers via repo transactions is decreased from 9.75 percent to 9.25 percent. Recent data releases indicate that the ongoing recovery in economic activity will be gradual and protracted. External demand remains weak, domestic investment demand continues to contract, and labor market conditions do not display a significant improvement. Moreover, recent developments have increased the uncertainty regarding the strength of the consumption recovery. Therefore, in line with the perspective outlined in the Inflation Report, inflation is expected to remain at low levels for a long period of time. The tightness in financial conditions continues to some extent, and uncertainties regarding the impact of the problems in financial markets on the real economy persist, suggesting that downside risks still remain. Therefore, the Committee reiterates that it will be necessary for monetary policy to maintain an easing bias for a long period of time and envisages that further measured rate cuts will be necessary in the short term unless there is a robust recovery in the economic activity. It should be emphasized that any new data or information related to the inflation outlook may lead the Committee to revise its stance. The summary of the Monetary Policy Committee Meeting will be released within eight working days."
Georgia,2009-08-19,"19.08.09 The NBG keeps its Policy Rate (Refinancing Rate) unchanged at 6% The Monetary Policy Committee (MPC) of the National Bank of Georgia (NBG) met on August 19, 2009 and decided to keep the main policy rate (the refinancing rate) unchanged at 6%. The annual rate of inflation was 0.1% in July and annual average inflation stands at 4.6%. Since the last MPC meeting there are downside risks to inflation, with the annual rate of inflation expected to be negative in August. However, it is expected to rise by the end of the year with end-period inflation of 3%-4%. Commercial banks' deposits of both legal entities and individuals have shown stable growth during the last three months. However, against the background of recent growth of deposits lending activity still remains low. Subsequently, commercial banks' balances on the corresponding accounts at the National Bank of Georgia have grown significantly. It is expected that excess liquidity will contribute to the reduction in the deposit and lending interest rates. Ministry of Finance resumed the issuance of Treasury bills on August 5th and three auctions have been held so far. In all three cases the demand was in excess of supply and the issuances were fully placed. The yields were relatively low, but together with the expected growth in credit activity, a certain rise in interest rates can occur. An electronic trade platform for the Treasury bills secondary market will start functioning in the Bloomberg trade system this week. Existence of the secondary market is essential for the Treasury bills liquidity and money market development. The expectations that economic activity is bottoming out in certain countries have been validated in the two largest economies of the EU with Germany and France both recording positive growth rates in the second quarter. The National Bank of Georgia will continue to closely monitor the ongoing developments in the economy and financial markets and will in due course act accordingly. The next meeting of the Monetary Policy Committee will be held on September 16, 2009."
Philippines,2009-08-19,"At its meeting today, the Monetary Board decided to keep the BSP's key policy interest rates steady at 4 percent for the overnight borrowing or reverse repurchase (RRP) facility and 6 percent for the overnight lending or repurchase (RP) facility. The interest rates on term RRPs. RPs, and special deposit accounts (SDAs) were also left unchanged. The decision to maintain the monetary policy stance comes after a series of policy rate cuts since December 2008 totaling 200 basis points and other liquidity enhancing measures. The Monetary Board decision to maintain policy rates is based on its assessment that current monetary settings are appropriate and that inflation is expected to remain within target over the policy horizon. Since the transmission of monetary policy actions on the real economy works with a lag, maintaining current policy settings will allow the substantial monetary stimulus undertaken earlier to fully work its way through the system. A pause will also allow more time for the authorities to consider incoming data on the balance of risks to inflation and growth as well as the likely trend of future economic activity, given the impact of other public policies. While the current inflation outlook remains favorable, the expected global economic recovery may cause upward pressure on oil and other commodity prices. The Monetary Board is committed to maintain an appropriate monetary policy stance conducive to credit and investment growth, to the extent that the inflation outlook would allow. Going forward, the Board will continue to be guided by economic data, both domestic and external, paying close attention to the emerging risks to the inflation outlook as well as to indications of the strength of economic activity."
Hungary,2009-08-24,"At its meeting on 24 August 2009, the Monetary Council reviewed the latest economic and financial developments and decided to reduce the central bank base rate by 50 basis points from 8.50% to 8.00%, with effect from 25 August 2009. At its meeting, the Monetary Council also discussed the August 2009 issue of the Bank's Quarterly Report on Inflation. In the Council's assessment, although the global economic environment remains uncertain, it has stabilised somewhat over recent months and there has been no further deterioration in economic prospects. However, the global and domestic economies are unlikely to recover rapidly in the near term. Hungarian economic growth is expected to resume in 2010. Inflation is likely to rise above the medium-term target temporarily, reflecting the effects of increases in indirect taxes, and move substantially below it in the second half of 2010. The decline in domestic demand played a greater role in the contraction of the domestic economy than earlier expected, due primarily to sharp reductions in firms' stocks and larger-than-anticipated cutbacks in investment. In addition, household consumption continued to decline rapidly. Rising uncertainty about the outlook for employment and incomes, coupled with tightening credit conditions, prompted households to increase savings. As a result of adjustment in the private sector, the external financing requirement declined markedly. In the Council's judgement, the series of inflation shocks potentially resulting in an increase in economic agents' longer-term inflation expectations poses the greatest risk to the longer-term outlook for inflation. However, domestic demand has fallen to an extent that, apart from the effects of the tax changes, a low inflation environment can be expected even taking into account that risk. After improving significantly in previous months, international investor sentiment and assessments of risks associated with the Hungarian economy have not changed materially over the past month. The substantial decline in the external financing requirement and the resumption of government borrowing directly from the bond market also contributed to an easing of concerns about the country's external financing. The Monetary Council decided to reduce the central bank base rate after considering the recent developments in the economy and inflation and in assessments of risks. Monetary policy may be eased further if it does not pose a threat to the inflation outlook and if assessments of risk allow it."
Israel,2009-08-24,"24.8.2009</td> The Bank of Israel increases the interest rate for September 2009 by a quarterof a percentage point The Bank of Israel announces that the interest rate for September 2009 will increase by 0.25 percentage points to 0.75 percent. (Please note: the interest rate for October 2009 will be published at 17:30 p.m. on Thursday 24 September 2009.) Background conditions Inflation data: The Consumer Price Index (CPI) rose by 1.1 percent in July, exceeding the forecasters' expectations of an increase of 0.8 percent to 0.9 percent. Excluding the effects of the changes in tax rates andgovernment-supervised prices, however, the July increase in the CPI was about 0.5 percent. Continuing the trend that started in April, prices rose inmost of the components of the index. Since the beginning of the year the CPI has increased by 3.2 percent, and measured over the previous twelve months, by 3.5 percent. Inflation and interest rate forecasts: At the beginning of Augustforecasters' inflation expectations twelve months forward and expectations derived from the capital market increased to around the upper limitof the target inflation range, but following the publication of the July CPI they declined sharply, and reached close to the midpoint of the range. Thus, last week the forecasters' twelve-month forward inflation expectationsaveraged 2.3 percent, and expectations calculated from the capital market were 2.2 percent. The averages of forecasters' inflation expectations are for an increase of 0.6 percent in August and for a decline of 0.2 percent inSeptember. According to these forecasts, inflation over the previous twelve months is expected to remain around the upper limit of the target range in the next few months. Forecasters' and capital market expectations of the Bank of Israel interest rate for September ranged from no change in the rate to an increase of a quarter of a percentage point; the average of the forecasters' expectations of the interest rate a year hence is 2.1 percent, and expectations derived from the capital market average 2.5 percent. Real economic activity: The latest data available indicate that the decline in activity has halted, and that there has been a shift towards an upward trend, albeit a moderate one. National Accounts data for the second quarter show some increase in GDP, with growth in exports and private and public consumption. GDP increased in the second quarter at an annual rateof 1 percent, after declining in the first quarter at a rate of 3.7 percent; goods and services exports increased at a rate of 5.8 percent, and private consumption at a rate of 4.4 percent. The July composite index of the state of the economy increased by 1.2 percent, and the indices for the previous three months were all revised upwards. The increase in the index was the result of increases in all its components, and in particular in the index of manufacturing production and of trade and services revenue. The labor market and wages: The Ministry of Industry. Trade and Labor employers survey shows that the decline in the demand for workers continued in the second quarter, but at more moderate rate than in the previousquarters. Employment Service data indicate a downward trend since April in the number of new jobseekers, and a reduction in the number of dismissals.However, the rate of unemployment, according to the Central Bureau of Statistics trend data, continued to increase in May, and reached 8.4 percent. The real wage in the three months March-May was 3.4 percent lower than that in March-May 2008, and the nominal wage was 0.3 percent lower. Budget data: In January-July 2009 the budget deficit (excluding credit) totaled NIS 17.3 billion, in contrast to budget surpluses in those months in previous years. The large deficit in domestic activity reflects the steep drop in tax revenues that started in the middle of 2008. In July indirect tax revenues increased for the first time this year, and the government had an overall budget surplus of NIS 0.4 billion, excluding credit. The foreign exchange market: In the period between the monetary policy discussions of 26 July and 21 August, the shekel strengthened by 1.3 percent against the dollar, and by 0.7 percent against the euro. In terms of the index of the effective exchange rate vis-?-vis the currencies of Israel's trading partners (weighted by the volume of trade), the shekel strengthened by 1 percent. The strengthening of the shekel was supported by the positive indicators relating to Israel's economy published during the month, and by the July CPI, which exceeded expectations. The Bank of Israel's announcement about the change in its intervention policy in the foreign exchange market and the ending of its regular daily purchases of foreign currency also contributed to the strengthening of the shekel. The capital and money markets: Between 26 July and 21 August the Tel Aviv 25 share price index and the Tel Aviv 100 index rose by about 3.6 percent and 4.2 percent respectively. Most leading share price indices around the world also showed upward trends. The yield curve of government bondsflattened, with 10-year bonds remaining stable, and yields on 2-year to 5-year bonds increasing: yields on unindexed government bonds increased by 30 basis points, and those on indexed government bonds increased by 10-50 basis points. The yield gap between 10-year unindexed Israeli government bonds and US government bonds stayed almost unchanged, at 1.73 percentage points. In the corporate bond market too, prices increased and yields fell. The Tel-Bond 20 index increased by 2.1 percent, and the Tel-Bond 40 index by 3.8 percent. At the beginning of August the Bank of Israel ended the program it started in March 2009 of purchasing government bonds on the secondary market, having bought a total of NIS 18 billion of those bonds, in line with the program. Israel's sovereign risk premium, as measured by the five-year CDS spread, declined from 1.31 percentage points to 1.15 percentagepoints this month. The CDS spreads of other countries also contracted. The money supply: In the last twelve months the M 1 monetary aggregate (cash held by the public and demand deposits) has grown by 56.1 percent, and the M 2 aggregate (M 1 plus unindexed deposits up to one year) by 20.5 percent. The steep increase in M 1 was due mainly to the public's switchingfrom time deposits to current accounts in light of the low level of interest on the deposits that are included in M 2. The world economy: Economic data published during the last month strengthened the assessment of economic organizations and institutions thatactivity was starting to stabilize, and that a moderate recovery was expected to start, although at this stage the degree and length of the recovery were unclear. During most of the last month the atmosphere in the financialmarkets remained positive. In the first half of the month stock exchanges continued to rise, but in the last two weeks there was increased concern over the stability of the economic recovery, especially in China, and againstthat background the markets fell. Central banks and governments around theworld are expected to persist with their expansionary policies, and to start removing their support only gradually. Despite the increase in commodityprices since the end of February, and particularly the increase in energy prices, investment houses on average expect a marked reduction in global inflation in 2009, to 1.6 percent. The main considerations behind the decision The decision to increase the interest rate for September by a quarter ofa percentage point to 0.75 percent will help return inflation to within the target range and will strengthen the economy's ability to establish a firm base for the recovery in economic activity, while supporting financial stability. The main considerations behind the decisions are: In the lastfew months, inflation measured over the previous twelve months was above the target range of price stability. A considerable part of the deviation was the result of non-recurring factors (increased tax rates, including VAT, and water prices), but even excluding these elements, inflation was close to the upper limit of the target range. Twelve-months-forward inflation expectations, both those of forecasters and those derived from the capital market, have fallen to around the midpoint of the target range. Nevertheless, it is thought that the reduction in twelve-month inflation expectations is due not only to the continued widening of the output gap, but also to expectations that the Bank of Israel will increase the interest rate in the next few months. The most recent data on real activity in Israel strengthen the assessment that there has been a turnaround, although there is great uncertainty regarding the expected rate of growth. Interest rates of the leading central banks around the world are expected to remain unchanged till the end of the year, and possibly even to the middle of 2010. However, unlike in Israel, inflation in those countries is expected to remain low both this year and next. In this situation, the Bank of Israel's decision to increase the interest rate for September by a quarter of a percentage point strikes a balance between the need to moderate inflation and the need to continue to support the recent recovery in economic activity, given that unemployment is expected to continue increasing in the next few months. Setting the interest rate at the low level of 0.75 percent continues to represent an expansionary monetary policy. The Bank of Israel will continue to monitor Israeli and worldwide economic developments, and will use the instruments available to it to achieve its objectives--price stability, the encouragement of employment and growth, and support for the stability of the financial system. The minutes of the discussions prior to the above interest rate decisionwill be published on 7 September 2009. The decision regarding the interest rate for October 2009 will be published at 17:30 on Thursday, 24 September 2009. 24.8.2009</td> The Bank of Israel increases the interest rate for September 2009 by a quarterof a percentage point. The Bank of Israel increases the interest rate for September 2009 by a quarterof a percentage point. The Bank of Israel announces that the interest rate for September 2009 will increase by 0.25 percentage points to 0.75 percent. (Please note: the interest rate for October 2009 will be published at 17:30 p.m. on Thursday 24 September 2009.) Background conditions Inflation data: The Consumer Price Index (CPI) rose by 1.1 percent in July, exceeding the forecasters' expectations of an increase of 0.8 percent to 0.9 percent. The Bank of Israel announces that the interest rate for September 2009 will increase by 0.25 percentage points to 0.75 percent. (Please note: the interest rate for October 2009 will be published at 17:30 p.m. on Thursday 24 September 2009.). Background conditions. Inflation data: The Consumer Price Index (CPI) rose by 1.1 percent in July, exceeding the forecasters' expectations of an increase of 0.8 percent to 0.9 percent. The main considerations behind the decision. The decision to increase the interest rate for September by a quarter ofa percentage point to 0.75 percent will help return inflation to within the target range and will strengthen the economy's ability to establish a firm base for the recovery in economic activity, while supporting financial stability. The main considerations behind the decisions are:. In the lastfew months, inflation measured over the previous twelve months was above the target range of price stability."
Malaysia,2009-08-25,"At the Monetary Policy Committee (MPC) meeting today. Bank Negara Malaysia decided to leave the Overnight Policy Rate (OPR) unchanged at 2.00 percent. Since the MPC in July, more signs have emerged to suggest that global economic and financial conditions are improving. Economic activity in some advanced and regional countries has begun to gradually recover in response to the significant fiscal and monetary measures that have been implemented. Economic recovery, however, will likely be a slow process as some of these economies undergo further structural adjustments. In the domestic economy, recent financial and economic indicators, including industrial production, financing trends, consumer and business sentiment, and retrenchments, reaffirm the assessment that economic conditions are stabilising. Going forward, the expectation remains that the domestic economy will improve in the second half of 2009 and into 2010, following a recovery in domestic demand amidst stabilisation of the global economy. Inflation declined further in July. As in the previous month, the decline largely reflects the cumulative fall in fuel prices since June 2008, and the easing pressure on food prices. The negative inflation is expected to be temporary and is projected to turn positive as domestic conditions strengthen. With improving domestic economic conditions and as price pressures are expected to remain benign going forward, the assessment is that the current monetary policy stance is appropriate and will continue to provide support for economic activity. Bank Negara Malaysia 25 August 2009."
Poland,2009-08-26,"Monetary Policy Council Warsaw, 26 August 2009 INFORMATION FROM THE MEETING OF THE MONETARY POLICY COUNCIL held on 25-26 August 2009 The Council decided to keep the NBP interest rates unchanged, i.e. (cid:131) reference rate at 3.50% on an annual basis; (cid:131) lombard rate at 5.00% on an annual basis; (cid:131) deposit rate at 2.00% on an annual basis; (cid:131) rediscount rate 3.75% on an annual basis. The recently released data  including those on GDP in 2009 Q2  indicate easing of recessionary tendencies in the United States and in most EU countries. At the same time, most economic sentiment indicators have improved further and the forecasts of GDP growth in 2010 for the United States and the euro area have been slightly revised upwards. The global economic activity, however, is still low and it is currently difficult to assess how permanent the easing of the recession will be, especially given the persistent problems in the financial sector. In major economies the decline in the general price level, which results from the slowdown in the world economic growth and the previously observed drop in commodity prices, has deepened. At the same time, core inflation have continued to decrease. In turn, the prices of energy commodities in the world markets have begun to rise again. In the recent period the economic activity in Poland remained subdued, as indicated by the continuing decline in industrial output. At the same time, some acceleration in retail sales and a rise in the majority of economic sentiment indicators signal improvement of the economic situation in the months to come. Labour market has further deteriorated: the fall in employment in the corporate sector has deepened and the unemployment rate has risen. This was accompanied by a slightly higher than expected increase of wages in the corporate sector. Reduced lending, in particular to the corporate sector, continues to be a factor curbing economic growth. In July 2009 the annual CPI inflation rose to 3.6%, i.e. above the NBP inflation target of 2.5% and also slightly above the upper limit for deviations from the target set at 3.5%. The rise in inflation was primarily driven by strongly rising prices of tobacco resulting from changes in the excise tax and by a further increase in fuel prices. Inflation remaining at the heightened level results, to a large extent, from the previous rises of regulated prices and an earlier depreciation of zloty exchange rate. The relatively high level of core inflation indicates that the scale of demand weakening so far failed to fully offset the effect of increases in regulated prices and an earlier depreciation of the exchange rate. In the Council's assessment, inflation is likely to remain at an elevated level in the coming months, mainly due to the relatively high annual growth of food prices and regulated prices, including, above all, the prices of energy. The recently observed rise in crude oil prices, mitigated to a certain ul. Świętokrzyska 11/21, 00-919 Warszawa. Poland, phone (48 22) 826 99 55, fax (48 22) 826 37 51, extent by the recent zloty appreciation, may also be conducive to inflation remaining at an increased level. In the medium term, however, low demand pressure and a slower growth of labour costs should be conducive to inflation decrease. In the Council's assessment, the probability of inflation running below the inflation target in the medium term is higher than the probability of its running above the target. In the Council's view, the expected improvement in the global economic activity and the implemented cuts in the NBP interest rates together with the lowering of the required reserve rate will support the return of the economy to the potential growth path. The Council's decisions in the coming months will take account of the incoming information on the outlook for economic growth and inflation, the situation in the financial markets in Poland and abroad, information on the public finance sector and the zloty exchange rate developments. The Council will continue to analyse the impact of developments in the domestic interbank market on the monetary policy transmission mechanism in Poland. The Council maintains its view that Poland should join the Exchange Rate Mechanism II and the euro area at the earliest possible date, after achieving the necessary political support for amendments to the Constitution of the Republic of Poland and other legal acts required for euro adoption in Poland. As regards the ongoing works on the Government's resolution on forming the National Coordination Committee on Euro Adoption, the Coordination Council and Inter-institutional Working Groups on Preparations for Euro Adoption by the Republic of Poland, the Monetary Policy Council adopted its stance on the role of the NBP in the process of Poland's accession to the euro area."
Thailand,2009-08-26,"Monetary Policy Committee's Decision on 26 August 2009 Mr. Paiboon Kittisrikangwan. Assistant Governor. Bank of Thailand, announces the outcome of the Monetary Policy Committee (MPC) meeting today, as follows. The latest data indicate that global economic and financial conditions have improved somewhat since the last MPC meeting. In the second quarter. GDP growth of major industrialized and most Asian economies has improved over the previous quarter. Nevertheless the MPC views that there is still a high degree of uncertainty about the sustainability of global economic recovery. In the second quarter. Thailand's economic condition has shown a more positive sign. GDP has contracted at a smaller pace compared to the same period last year but has expanded from the previous quarter. Latest economic indicators, such as manufacturing production, exports, employment and private consumption have also shown continued improvement. The MPC assesses that the current level of policy interest rate is appropriate and supportive of the economic recovery without generating any inflationary pressure. Thus the MPC decided to maintain the policy interest rate at 125 per cent per annum."
Nigeria,2009-09-01,"Central Bank of Nigeria Communique No. 65 of the Monetary Policy Committee Meeting. September 01, 2009 The Monetary Policy Committee (MPC) met today to address the challenges faced by the Nigerian economy against the backdrop of recent domestic and international economic and financial developments. External Environment The Committee noted at the outset that recessionary conditions in many developed economies seem to be abating. However there still exists considerable uncertainty as to when economic recovery would set in on a sustained basis. In recent weeks, there has been some improvement in the price of crude oil in international markets. While this development augurs well for Nigeria's fiscal and external sector positions, its sustainability would, however, depend on how quickly the global economy would bottom out of the current recession. Inflation rates have so far been very low in developed countries, making it possible for central banks to maintain record low levels of interest rates. However unemployment rates continue to be high and the financial system is still not adequately capitalized. Other emerging countries too have recorded economic slowdown and relatively low inflation. They are, however, recovering at an improved rate and their financial and foreign exchange markets have been functioning well. Key Domestic Developments Output The latest estimates of the National Bureau of Statistics (NBS) for 2008 and 2009 show a moderation in the rates of real GDP growth. The revised growth rate for 2008 is put at 599 per cent as against an earlier estimate of 641 per cent. For 2009, the NBS has projected growth at 533 per cent compared with an earlier projection of 575 per cent. In the first quarter of 2009, growth was in the order of 450 per cent compared with 464 per cent in the first quarter of 2008. In the second quarter of 2009, however, output growth is estimated at a higher level 1 of 673 per cent compared with 565 per cent in the second quarter of 2008. This was largely due to the contributions of agriculture, wholesale and retail trade and a growth in the relative contribution of crude petroleum and natural gas production from -172 to 057 percentage point. Against this background, the Committee noted the increased agricultural output and the expected improvement in the output of crude petroleum and natural gas will augur well for dampening inflation expectations. Inflation The Committee noted that the headline (year-on-year) inflation has been stable at a little over 11 per cent as at July 2009. The average rates of headline inflation and food inflation in the first seven months of 2009 were respectively 1311 per cent (1153 per cent in 2008) and 1594 per cent (1598 per cent in 2008). Given the outlook on output and limited aggregate demand, the staff assessment is that at the end of the year, the headline inflation would moderate further. However should there be any reversal in the movement of inflation, appropriate policies would be adopted at the next MPC meeting. The main risk to inflation comes from core inflation with higher oil prices and possible removal of subsidies combining with the usual growth of spending around the Christmas festive season. Monetary Developments Provisional data for broad money (M2) for July 2009 showed a growth of 102 per cent on a year-on-year basis, the lowest for any month since February 2006. This largely reflected the decline in net foreign assets (NFA) and sharp deceleration in the growth of credit to private sector. The Committee noted that recent improvements in oil output and prices would help to improve the gross foreign exchange reserves of the economy. However it underscored the importance of continuing with the efforts at improving the macroeconomic climate for attracting foreign capital inflows and spurring growth of private credit for productive purposes. Interest Rates and Financial Markets With the reduction of the Monetary Policy Rate and the introduction of the interest rate corridor as well as Central Bank's guarantees of unsecured inter-bank market transactions which were firmly set, effective July 20, there has been considerable improvement in the risk perceptions of market participants. The spread between the unsecured call rate and the secured open buy-back (OBB) rate has since then come down significantly and averaged 430 basis points compared with the average spread of 1384 basis points between July 1 and July 17 and the average spread of 1115 basis points in June 2009. The coupon rates on dated government securities in the primary market have tended to move downwards. The overnight inter bank rate was 411 per cent as at 28th August, 2009. In general, this implied a massive reduction in the interbank rates since the last MPC meeting. However the translation of this reduction into rates on purchased funds and lending rates seems to be delayed. Both rates are being monitored on an on-going basis. Exchange Rates and Foreign Exchange Reserves The foreign exchange market has in general been relatively stable with the re-introduction of the wholesale Dutch auction system and the measures taken to further liberalize the inter-bank market since the last meeting of the MPC. There has also been reduction in exchange rate volatility. The spread between the rates at which the auctions had been settled and the rates quoted by BDCs has narrowed from about 12 per cent to 44 per cent. In the view of this, the spread would narrow further once the confidence in the international foreign exchange markets is fully restored with the bottoming out of the current global recession, and more BDCs are being brought into the market. Foreign exchange reserves as at August 28, 2009 stood at US $41597 billion. The Committee believes that the recent improvement in the output of oil and the price of crude oil in international markets should help improve the external reserves position towards the end of the year. Perspectives and the Stance of Policy Against the backdrop of signs of gradual improvement in the external economic environment and the positive outlook for the domestic economy, the Committee felt that policy initiatives are needed to further improve growth without jeopardising price and financial stability. It will, therefore, continue to manage liquidity actively to ensure that credit requirements are taken care of at reasonable interest rates while monitoring the trends in prices. The Committee will also pursue an interest rate policy that is consistent with price and financial stability and supportive of enhancing the levels of economic activity on a higher trajectory. On foreign exchange, the policy stance remains that exchange rate should be principally market driven, but interventions will be made to mitigate tendencies towards volatility and to counteract speculative attacks on the national currency. Decisions In the light of the above, the Monetary Policy Committee decided to: a) keep the MPR unchanged at 6 per cent per annum; b) maintain the interest rate corridor at +/- 2 per cent around the MPR; and c) Approve in principle the establishment of an “Asset Purchase Facility Fund”. The Central Bank of Nigeria and Federal Ministry of Finance to jointly consider the modalities for setting up the APF Fund for effective liquidity injection and credit easing targeted at specific areas of the economy. Sanusi Lamido Sanusi Governor. Central Bank of Nigeria Abuja September 1, 2009 4."
