country,date,statement
Malaysia,2008-01-29,"At its meeting today. Bank Negara Malaysia's Monetary Policy Committee decided to leave the Overnight Policy Rate (OPR) unchanged at 3.50 percent. The Malaysian economy had performed well in 2007 and continues to maintain a steady momentum. However, developments in the global financial markets have increased the level of uncertainty over global growth. Economic indicators in the large industrial countries are increasingly indicating heightened downside risks to the prospects for global growth. The impact of these external developments on the Malaysian economy will depend on the relative strength of the domestic economy and the degree of moderation in the trade sector. Meanwhile, global price pressures have been increasing, due largely to high global energy, food and commodity prices. Consequently, inflation in Malaysia has also been on an increasing trend since the second half of 2007. In the near term, the risks to inflation are mainly on the upside. However, the slower global growth may have a moderating effect on global prices and thereby reduce the cost pressures being felt by the domestic economy. The interaction between the downside risks to growth and the upward risks to domestic prices will be monitored carefully and pre-emptive measures would be taken if necessary. The future thrust of monetary policy would depend on new information and our assessment of the change in the balance of risks to the medium term outlook for inflation and growth. Bank Negara Malaysia 29 January 2008."
Philippines,2008-01-30,"The Monetary Board decided today to reduce by 25 basis points the BSP's key policy interest rates to 5 percent for the overnight borrowing or reverse repurchase (RRP) facility and 7 percent for the overnight lending or repurchase (RP) facility. The interest rates on term RRPs. RPs, and special deposit accounts were also reduced accordingly. This is the fourth consecutive reduction in policy rates since October 2007. In its assessment of macroeconomic conditions, the Monetary Board noted that the latest inflation forecasts indicate that inflation would fall within the 4.0 percent + 1 percentage point target range in 2008 and the 3.5 + 1 percentage point target range in 2009. Demand indicators continue to show some strengthening, indicating manageable price pressures going forward. Inflation expectations remain well anchored and liquidity growth has been decelerating on account of liquidity management measures adopted earlier in 2007. Core inflation, a measure of the underlying trend in consumer prices, remained lower than headline inflation in December.The Monetary Board noted that the volatility in world oil prices and higher commodity prices remain the key risks to the inflation outlook. The firm peso, however, is expected to temper the impact of higher import costs on domestic prices. Slower economic activity in the US as well as globally could also moderate price pressures coming from imported oil and food. In addition, the reduction of the oil import tariff effective February is expected to reduce pump prices of petroleum products. The monetary authorities remain committed to maintaining price stability and will continue to closely monitor evolving monetary and financial conditions, particularly the risks associated with the inflation outlook."
Poland,2008-01-30,"Monetary Policy Council Warsaw, 30 January 2008 INFORMATION FROM THE MEETING OF THE MONETARY POLICY COUNCIL held on 29-30 January 2008 The Council decided to increase the NBP interest rates by 0.25 percentage point to the level: (cid:131) reference rate 5.25% on an annual basis; (cid:131) lombard rate 6.75% on an annual basis; (cid:131) deposit rate 3.75% on an annual basis; (cid:131) rediscount rate 5.50% on an annual basis. The Polish economy is still in the period of strong growth encompassing all its sectors. Macroeconomic data released since the last meeting of the Council indicate that economic growth in 2007 Q4 was higher than expected in the October projection and close to that observed in 2007 Q3. It may, however, be expected that GDP growth in 2008 will be lower than in 2007. Since the last meeting of the Council the risk of a substantial slowdown in the world economy increased, though it is currently difficult to assess this risk or its impact on economic growth in Poland. An additional factor increasing the uncertainty as to the prospects of the global and consequently Polish economy growth is the increased volatility in the financial markets that has been observed over the recent period. In December, in line with expectations, the annual growth of consumer prices in Poland reached 4.0% thus remaining above the NBP's inflation target of 2.5% and also above the upper limit for deviations from the target set at 3.5%. As in many other countries, increased inflation has been largely sustained by strong annual growth in food and fuel prices. In the Council's assessment, in the near future inflation will remain above the upper limit for deviations from the inflation target, which may also, to a large extent, be the result of the expected increased growth of regulated prices. In the Council's assessment, in the coming quarters economic growth will most probably continue to exceed the growth of potential GDP. The information on labour market developments in December 2007 points to a decline in the strong wage growth and an improvement in unfavourable relation between wage and labour productivity growth. However, a further build-up in wage pressure, particularly in the public finance sector and, consequently, inflationary pressure is quite probable. The risk of continuing high inflation is also raised by the food price growth observed in the world economy and affecting the Polish market and also by prices of oil being higher than assumed in the October projection. Moreover, in line with the 2008 Budget Act passed by the Parliament, a procyclical impact of fiscal policy on the economy can be expected this year. ul. Świętokrzyska 11/21, 00-919 Warszawa. Poland, phone (48 22) 826 99 55, fax (48 22) 826 37 51. In the mid-term inflation may be curbed by the continuing very good financial results of enterprises and high investment growth conducive to productivity growth. Inflation may also be constrained by globalisation and the ensuing increased competition in the market of internationally traded goods and services as well as to the relative stability of the zloty exchange rate. The inflationary pressure may also be reduced by a slowdown of the global economy. Nevertheless, the Council assessed that the impact of those factors may prove insufficient to keep inflation at the target over the monetary policy transmission horizon. Considering the above factors and the risk of second-round effects of the increase in current inflation, the Council assessed the probability of inflation overshooting the inflation target in the medium term to be higher than the probability of inflation running below the target and decided to raise the NBP's interest rates. The Council will strive to bring inflation down to the level consistent with the inflation target in the medium term. The Council will be closely monitoring the growth and structure of domestic demand, including the degree of the expansionary fiscal policy stance, the relation between wage and labour productivity growth in the enterprise sector and wage growth in the public finance sector, zloty exchange rate, developments of the current account balance and the impact of globalisation on the economy and on food prices. The Council will also analyse the direct and indirect implications of turbulences in international financial markets for the Polish economy."
United States,2008-01-30,"The Federal Open Market Committee decided today to lower its target for the federal funds rate 50 basis points to 3 percent. Financial markets remain under considerable stress, and credit has tightened further for some businesses and households. Moreover, recent information indicates a deepening of the housing contraction as well as some softening in labor markets. The Committee expects inflation to moderate in coming quarters, but it will be necessary to continue to monitor inflation developments carefully. Today's policy action, combined with those taken earlier, should help to promote moderate growth over time and to mitigate the risks to economic activity. However, downside risks to growth remain. The Committee will continue to assess the effects of financial and other developments on economic prospects and will act in a timely manner as needed to address those risks. Voting for the FOMC monetary policy action were: Ben S Bernanke. Chairman; Timothy F Geithner. Vice Chairman; Donald L Kohn; Randall S Kroszner; Frederic S Mishkin; Sandra Pianalto; Charles I Plosser; Gary H Stern; and Kevin M Warsh. Voting against was Richard W Fisher, who preferred no change in the target for the federal funds rate at this meeting. In a related action, the Board of Governors unanimously approved a 50-basis-point decrease in the discount rate to 3-1/2 percent. In taking this action, the Board approved the requests submitted by the Boards of Directors of the Federal Reserve Banks of Boston. New York. Philadelphia. Cleveland. Atlanta. Chicago. St. Louis. Kansas City, and San Francisco."
South Africa,2008-01-31,"Since the previous meeting of the Monetary Policy Committee in December 2007, the international environment has become increasingly uncertain and volatile. It appears that the continued fall-out from the United States sub-prime crisis has not been confined to financial markets only and there has been a general downward revision to forecasts of global growth. The slowdown in global growth could have spillover effects on the South African economy which is also being affected adversely by electricity supply constraints. The economy has continued to respond to the tighter monetary policy stance and inflation is expected to peak in the first quarter of 2008. Nevertheless there are still significant risks to the inflation outlook. CPIX inflation has continued its upward trend, measuring 8,6 per cent in December 2007. The main drivers were again petrol and food. Petrol prices increased at a year-on-year rate of 23,8 per cent in December, while food prices increased at a rate of 13,9 per cent. Excluding food and petrol. CPIX inflation would have measured 5,0 per cent. Prices of clothing and footwear declined significantly, while modest declines were measured in recreation and entertainment and textiles. Production price inflation measured 10,3 per cent in December compared to 9,1 per cent in November. Prices of imported goods increased at a year-on-year rate of 11,3 per cent compared to 7,3 per cent the previous month. Manufactured food inflation increased to 18,7 per cent from 18,3 per cent in November while agricultural products inflation declined to 24,0 per cent from 26,8 per cent. The most recent central forecast of the Bank indicates a further deterioration in the inflation outlook in the short term when compared to the previous forecast. CPIX inflation is still expected to peak in the first quarter of 2008 but at an average of around 8,5 per cent. In line with the previous forecast. CPIX inflation is then expected to decline to below the upper end of the target range by the final quarter of 2008 and to remain around the 5,6 per cent level for most of 2009. The higher near-term projections are a result of slightly higher inflation outcomes, and further revisions to assumptions about administered prices. This central forecast of the Bank is broadly consistent with market expectations. The Reuters consensus forecast also expects inflation to peak during the first quarter and to fall below the upper level of the target range in the fourth quarter of 2008. CPIX inflation is expected to average 6,8 per cent and 5,3 per cent in 2008 and 2009 respectively. The longer term inflation expectations, as reflected in the break-even inflation rates, are relatively unchanged since the previous MPC meeting and have remained below the 6 per cent level. The main upside risks to the inflation outlook remain food and energy price prospects, although the extent of the upside risk may have moderated somewhat. The price of North Sea Brent crude oil, which peaked at around US100 per barrel in December, is currently trading at around US$92 per barrel. Domestic petrol prices remained unchanged in January and the current average under-recovery for January is approximately 15 cents per litre. Oil prices remain vulnerable to supply disruptions, although the adverse global growth outlook may restrain the degree of upside price risk. Food prices remain one of the main short-term risks to inflation. Production prices continue to indicate that sustained food price pressure can be expected in the coming months. However the more favourable weather conditions and lower futures prices for maize have reinforced a general expectation of some moderation of food price inflation during the course of this year. However future trends will be dominated by global supply and demand conditions. The threat posed to the inflation outlook by higher electricity prices remains. Eskom has been granted an average tariff increase of 14,2 per cent from July. The precise increase that will be faced by households may be higher, and will only be known during the coming months. Furthermore, there is a risk that the increases granted to Eskom over the forecast period could be higher than currently anticipated. The rand exchange rate has depreciated in recent weeks following a period of relative stability. The currency has been affected by movements in the dollar, and more recently by increased risk aversion towards emerging markets. The currency has been given some support from commodity prices which have remained firm, and in the case of gold and platinum, have reached new highs. On a trade-weighted basis, the rand has depreciated by around 7 per cent since the beginning of 2008. Despite these pressures and risks to the outlook, there have been a number of developments which are likely to have a restraining impact on the inflation trend. The moderation of household consumption expenditure highlighted at the previous meeting appears to have continued. Real retail sales have trended down since the middle of 2007 and in November sales decreased by 0,7 per cent compared to October. Sales of household furniture, appliances and equipment have contracted the most. Motor vehicle sales also continued their downward trend. Sales of passenger vehicles declined by almost 10 per cent in 2007 compared to 2006 although commercial vehicle sales remained relatively strong. Growth in household consumption expenditure is also expected to be dampened by negative wealth effects. The global financial market turbulence has been reflected in the volatility on the JSE Limited. Since its peak in October 2007, the All-share index has fallen by approximately 16 per cent. House price increases have also moderated somewhat. According to the ABSA house price index, house price increases declined to 11,2 per cent in December 2007, while the month-on-month increase in December was 0,3 per cent. The Standard Bank median house price index was unchanged on a year-on-year basis in December. Credit extension to the private sector has moderated further. Growth over twelve months in loans and advances extended to the private sector declined from 25,2 per cent in September to 22,2 per cent in December 2007. The quarterly growth declined from 23,5 per cent in the third quarter to 18,1 per cent in the fourth quarter. Growth in all of the subcategories, namely mortgage advances, instalment sales and leasing, and other loans and advances, has displayed a persistent downward trend. The growth in loans and advances to households declined to 18,9 per cent in December, down from 20,1 per cent in November 2007. According to the Wage Settlement Survey of Andrew Levy Employment Publications, the average wage settlement for 2007 was 7,3 per cent compared to 6,5 per cent in 2006. This appears to be consistent with the 7,7 per cent year-on-year increase in average nominal remuneration per worker measured in the third quarter of 2007. Once productivity increases are adjusted for, year-on-year growth in nominal unit labour costs in the formal non-agricultural sector measured 4,8 per cent in the third quarter of 2007 compared to 5,0 per cent the previous quarter. These unit labour cost developments are consistent with the inflation target range. The risks to output growth appear to be on the downside and this is likely to be reinforced by the electricity supply disruptions. Growth in the construction sector also appears to be moderating with a decline in residential and non-residential plans approved. In November the real value of building plans passed decreased by 16,5 per cent on a year-on-year basis. The volume of cement sales has also shown a significant decline in recent months. The turbulence in international financial markets has not subsided, and losses suffered by financial institutions with exposure to the USA sub-prime market continue to be reported. Fears of a slowdown in some of the advanced economies, and in the USA in particular, have also been weighing on the markets. Although the emerging market economies are expected to sustain relatively strong growth, there are indications of some moderation in growth in China, albeit still at high levels. Global inflation appears to be under control. There are still considerable risks to the inflation outlook. In the light, inter alia, of heightened economic uncertainties, both domestically and globally, and some evidence of moderation in domestic consumption expenditure, the Monetary Policy Committee has decided that it is appropriate at this time to leave the repo rate unchanged at 11 per cent per annum. The MPC remains committed to bringing inflation back to within the inflation target range."
Romania,2008-02-04,"In its meeting of February 4, 2008, the Board of the National Bank of Romania has decided the following:. The NBR Board has examined and approved the quarterly Inflation Report, which will be released to the public in a press conference scheduled for February 7, 2008, along with a 12-month calendar of NBR Board meetings dedicated to monetary policy issues. The annual inflation rate stood at 6.57 percent at the end of last year against 4.87 percent in December 2006, overshooting the 3-5 percent target band around the 4.0 percent target. The overshooting was triggered mainly by supply-side exogenous shocks: an unfavourable performance of the farming sector due to severe drought as well as rising global food and fuel prices. Inflationary pressures have been amplified by persistent excess demand as a consequence of strong wage increases and fast growth of credit to the private sector. Statistical data show continued robust investment dynamics and an unsustainable pace of consumption growth which led to a widening of the external deficit. In the context of the changing risk appetite by financial investors amid persistent turbulences on international financial markets, these unfavourable trends have also been associated with the significant correction of the leu exchange rate in recent months. In the monetary area, it is worth noting the fast growth of foreign currency loans, which, in the context of increased and persistent exchange rate volatility, underlines the issue of potential risks to financial stability. The monetary policy stance, assessed through broad monetary conditions, saw its restrictiveness adjusted by the raise in the key monetary policy rate, by a firmer control of money market liquidity and the maintenance of tight minimum reserve requirements. The short-term inflation outlook has worsened in the context of heightened macroeconomic risks, especially those related to the effects of rising household incomes and higher public spending in the run-up to forthcoming elections as well as uncertainties over the leu exchange rate trend amid persistent tensions affecting the world economic environment. Therefore, the NBR is restating that it is ready to adjust its instrument-settings to reenter as fast as possible the announced disinflation trajectory in a sustainable manner. As the NBR's main concern remains the efficient anchoring of inflation expectations of both businesses and households at low levels of inflation, it is essential that the temporary forecast deviation of inflation outside the target band should not trigger any relaxation of wage and fiscal policies. A return of inflation to a downward trajectory compatible with achieving the medium-term disinflation objectives and the progress in the nominal and real convergence process requires tighter monetary policy and increased consistency of the entire economic policy mix. Under such circumstances and in light of available data, the NBR Board has decided to adopt a set of measures to tighten monetary policy. Given the need to pro-actively adapt broad monetary conditions to an anticipated rise in inflation in the following period, the NBR Board has decided to raise the monetary policy rate to 9.0 percent per annum from 8.0 percent and continue to pursue a firm management of money market liquidity via open-market operations. Moreover, given the rapid expansion of all components of non-government credit and especially of the foreign currency component, the NBR Board has also decided to leave unchanged the existing minimum reserve requirement ratios on both leu- and foreign currency-denominated liabilities of credit institutions and to adopt additional prudential measures, including higher provisioning for foreign exchange-denominated credits extended to unhedged borrowers (Regulation No 5/2002, as subsequently amended) and broadening their scope to non-bank financial institutions. The transposition of the new prudential measures into the internal regulations of credit institutions and non-bank financial institutions should be done within 30 days from their publication in the Official Gazette. The NBR Board believes tighter monetary policy measures, along with the implementation of moves to tighten fiscal and income policies and foster structural reforms, especially those concerning the labour market, are essential to ensure an efficient anchoring of inflation expectations of both corporates and households and the achievement of the medium-term disinflation objectives in a sustainable manner. Such a stance of all components of the macroeconomic policy mix is all the more necessary given that the external deficit registers levels difficult to sustain in the context of heightened uncertainties affecting the world economy, while a boost in savings represents a longer-term fundamental measure aimed at correcting the external deficit, through a gradual reduction of the savings/investment imbalance. The NBR Board has examined and approved the quarterly Inflation Report, which assesses the recent macroeconomic context and the inflation outlook, as well as the main challenges and risks to monetary policy in the coming period. The present forecast reveals risks similar to those underlined in the previous forecasting exercise. However, it is worth mentioning that in the event of such risks materializing they could have more severe consequences given the current international context. Under these circumstances, the NBR reaffirms that it will vigilantly monitor developments in macroeconomic indicators and their outlook, standing ready to adjust its instrument settings to counteract inflationary pressures in order to resume as fast as possible the announced medium-term disinflation trajectory in a sustainable manner. The NBR Board is reiterating that it will carefully monitor global economic developments and analyze the effects of persistent international financial market turbulences on the Romanian economy. The new quarterly Inflation Report will be released to the public in a press conference scheduled for February 7, 2008, along with a 12-month calendar of NBR Board meetings dedicated to monetary policy issues."
Nigeria,2008-02-05,"CENTRAL BANK OF NIGERIA COMMUNIQUE NO. 54 OF THE MONETARY POLICY COMMITTEE. FEBRUARY 5th , 2008 The Monetary Policy Committee of the CBN met on 5th February 2008 and decided to leave the MPR unchanged at 95 per cent. The Monetary Policy Committee (MPC) met on 5th February, 2008. The Committee reviewed the major domestic and international macroeconomic developments. It also focused attention on the implementation of fiscal, monetary and exchange rate policies in 2007, as well as the challenges for the first quarter of 2008. The MPC noted that the domestic macroeconomic environment was stable in 2007 despite tight conditions in the global financial markets engendered by major adverse financial developments like the US sub-prime market crisis. The Committee observed with satisfaction the sustained singledigit inflation rate throughout the year and the orderly functioning of the foreign exchange and domestic financial markets. The Committee recognized that the naira appreciation has been on account of the sustained foreign exchange inflows engendered by the favorable macroeconomic environment and the investment climate as well as high rates of return in domestic financial markets. It therefore, restated its commitment to ensuring continued monetary and price stability through the pursuit of appropriate monetary and exchange rate policies. Key Macroeconomic Developments 3. Inflation The Committee noted with satisfaction the improvement in inflation outcomes in 2007 compared with the previous year. From 85 percent at end-December 2006, the year- on-year (headline) inflation closed at 66 percent in 2007, approximately 2 percentage points lower. The decline in inflation in 2007 was attributable to the restrictive stance of monetary policy, complemented by considerable fiscal restraint and favorable climatic conditions for food production in some parts of the country. Inflation in December 2007, however, was in contrast to inflation rates in the months of December 2005 and December 2006. The Committee, therefore, expressed its concern that given the rise in food prices in December 2007 and the overall global and domestic outlook, it will be necessary to ensure that inflation in 2008 is within single digit. Exchange Rate: The MPC noted the steady appreciation in the Naira exchange rate, particularly in the second half of 2007. In January, 2008 the Naira exchange rate appreciated further and the WDAS rate stood at N11681/US$1 as at end-January. The appreciation of the Naira exchange rate was driven largely by 2 rising private foreign exchange inflows. The Committee recognized that inflows could continue as they were in December and January. However it felt that the exchange rate would settle down at a reasonable level once the uncertainties in the global economy are reduced as a result of the monetary and fiscal actions being taken by industrialized economies. External Reserves: The Committee observed that the gross official reserves as at 31st January, 2008 stood at US$5422 billion. This level of reserves would support about 28 months of current foreign exchange disbursements. Monetary Aggregates: Over the end- December 2006 level, provisional figures indicate that broad money (M2) grew by 3068 per cent in 2007. The growth in M2 was driven by the increase in foreign assets (net) of the banking system as well as the rise in credit to the private sector. While the Committee expressed concern about the rapid growth of M2, it noted with relief that this did not translate to higher inflation during the year, partly on account of improved supply conditions. Credit: The Committee noted that credit to the private sector maintained an upward trend in the last quarter of 2007. Credit to the private sector grew by 96% which is unprecedented in 3 Nigeria's history. The MPC, however, noted that credit to government remained negative all through the year. Interest Rates: The MPC observed that the inter-bank call money market rate increased slightly in December 2007, and January 2008, following the upward review of the MPR at the 201 meeting of the MPC which held on 4th December, 2007. As a result the yield curve has become steep at the shorter end. The Committee noted that the real interest rate however continue to be positive. Fiscal Stance: The Committee noted the salutary effects of sharing the Paris Club debt refund to the states in dollars. The Federal budget for 2008 has projected significant increases in expenditure on account of government focus on infrastructure development, environmental protection and social safety nets. As these expenditures take time to yield results, the initial impact would be on aggregate demand. The private sector's own investments in partnership with those of the public sector would also have lagged effects on output. The Committee welcomes the recent decision of the National Economic Council (NEC) to phase the distribution of the proceeds of the Excess Crude Account to be paid in US dollars. THE OUTLOOK: In the light of the above, the outlook for 2008 while being positive has many elements of uncertainty. The Committee, therefore, decided: 1. To leave the MPR unchanged at 95 per cent 2. To continue the use of Open Market Operations (OMO) for liquidity management and appropriate exchange rate policies. Professor Chukwuma C Soludo CFR Governor. Central Bank of Nigeria. Abuja."
Chile,2008-02-07,"Central Bank of Chile Santiago, 7 February 2008 Press Release* In its monthly monetary policy meeting, the Board of the Central Bank of Chile decided to maintain the monetary policy interest rate at 6.25% (annual). Internationally, the outlook for the U.S. economy has deteriorated significantly, creating high volatility in global financial markets. The Federal funds rate was reduced by 125 bp in the last month and external long-term rates have declined. Although the price of copper has remained high and the oil price has decreased, the external scenario relevant for the Chilean economy presents higher adverse risks. Domestically, economic activity has been less dynamic than projected earlier, because of reduced growth in some specific sectors. Investment indicators remain strong, consumption is showing some signs of deceleration, and salaried employment continues to grow. Annual inflation is still significantly above the tolerance range. The moderate inflation figure of January reflected the drop in domestic fuel prices and a rapid normalization of the high prices of perishable goods. Core inflation measures, including CPIX1 (which excludes fuels, perishables and some regulated utilities), though still high, have ceased to increase. Wages have evolved as expected, while the exchange rate has appreciated substantially. Annual CPI inflation will continue to rise in coming months. Long-term inflation expectations remain anchored around 3% per annum. The Board considers that, although the future path of the monetary policy rate will depend on incoming information and its implications for the inflation forecast, further adjustments of the MPR to ensure convergence of inflation to the target cannot be ruled out. Particularly important for this assessment will be the unfolding of the international scenario, the persistence of the recent exchange rate appreciation, and the potential propagation of last year's inflationary shocks to other prices. * The Spanish original prevails."
Czech Republic,2008-02-07,"Press Conference of the CNB Bank Board 1st Situation Report on Economic and Monetary Developments 7 February 2008 The monetary policy decision taken and the ratio of the votes cast At the close of the meeting the Board decided by a majority vote to increase the CNB two-week repo rate by 0.25 percentage point to 3.75%, effective 8 February 2008. At the same time it decided to increase the discount rate and Lombard rate by the same amount, to 2.75% and 4.75% respectively. Five members voted in favour of this decision, and two members voted for leaving interest rates unchanged. Changes iinn tthhee ccoonndduucctt aanndd ccoommmmuunniiccaattiioonn ooff mmoonneettaarryy ppoolliiccyy These changes are effective since the beginning of 2008. The main aim of these changes is to further increase the transparency, clarity and predictability of monetary policy. In 2009, nominal interest rates are expected to be broadly flat. Also share of forward-looking inflation expectations and monetary policy flexibility have been increased. Compared to the October forecast, the rate of economic growth is lower in 2008 and 2009. The effect of the real economy will be anti-inflationary since 2008. Q2. In comparison to the October forecast the inflationary pressures from real economy are lower over the forecasted horizon. Compared to the October forecast, the forecast for headline inflation is much higher in 2008, but lower from the start of 2009. Monetary-policy relevant inflation is also higher compared to the October forecast for most of 2008, however at the monetary policy horizon it drops below the October forecast. Forecast-consistent interest rate path is almost unchanged for the current quarter compared to the October forecast, but lower in longer-term outlook. Major uunncceerrttaaiinnttiieess ooff tthhee ffoorreeccaasstt Uncertainties are larger than usual, risks are on both sides."
Euroarea,2008-02-07,"Ladies and gentlemen, the Vice-President and I are very pleased to welcome you to our press conference. Let me report on the outcome of our meeting, which was also attended by Commissioner Almunia. On the basis of our regular economic and monetary analyses, we decided at today's meeting to leave the key ECB interest rates unchanged. This decision reflects our assessment that risks to price stability over the medium term are on the upside, in a context of very vigorous money and credit growth. The current short-term upward pressure on inflation must not spill over to the medium term. The firm anchoring of inflation expectations over the medium and long term is of the highest priority to the Governing Council, reflecting its mandate. Against this background, the Governing Council remains committed to preventing second-round effects and the materialisation of upside risks to price stability over the medium term. As the reappraisal of risk in financial markets continues, there remains unusually high uncertainty about its overall impact on the real economy. While the economic fundamentals of the euro area are sound, incoming data have confirmed that the risks surrounding the outlook for economic activity lie on the downside. We will continue to monitor very closely all developments over the coming weeks. Allow me to explain our assessment in greater detail, starting with the economic analysis. The latest information on economic activity around the turn of the year points to a more moderate pace of growth in the euro area than the quarter-on-quarter rate of 0.8% observed in the third quarter of 2007. This assessment is in line with indicators for business and consumer confidence which, while having declined over the past few months, overall remain consistent with ongoing growth. Looking ahead, while the slowdown in the economies of some of the euro area's major trading partners is likely to have an impact on euro area real GDP growth in 2008, both domestic and foreign demand are expected to support ongoing growth. This assessment is broadly in line with available forecasts from private and public-sector sources. The euro area economy does not have major imbalances Profitability has been sustained and unemployment rates have fallen to levels not seen for 25 years. As a result of the improved economic conditions and wage moderation, the number of people employed and labour force participation have increased significantly. Consumption growth should therefore continue to contribute to economic expansion, in line with real disposable income, and investment growth should provide ongoing support. That said, uncertainty about the prospects for economic growth is unusually high and the risks surrounding the outlook for economic activity have been confirmed to lie on the downside. Risks relate mainly to a potentially broader than currently expected impact of financial market developments on financing conditions and economic sentiment, with negative effects on world and euro area growth. Further downside risks stem from the scope for additional oil and other commodity price rises, concerns about protectionist pressures and the possibility of disorderly developments due to global imbalances. With regard to price developments, according to Eurostat's flash estimate the annual HICP inflation rate was 3.2% in January 2008, compared with 3.1% in December 2007. This confirms the continued strong upward pressure on inflation in the short term, stemming mainly from strong increases in commodity prices, in particular oil and food prices, in recent months. Looking ahead, the annual HICP inflation rate will most likely remain significantly above 2% in the coming months and moderate only gradually in the further course of 2008. This confirms our expectation of a protracted period of temporarily high rates of inflation. Moreover, it is important to stress that the moderation in the rate of inflation which is embedded in the December 2007 Eurosystem staff macroeconomic projections is based on the assumption that the recent rises in commodity prices will be partly reversed, in line with futures prices. More fundamentally, the projections assume that recent oil and food price dynamics and their impact on HICP inflation do not have broadly-based second-round effects on wage and price-setting behaviour. Risks to this medium-term outlook for price developments are confirmed to lie on the upside. These risks include the possibility that stronger than currently expected wage growth may emerge, taking into account high capacity utilisation and tight labour market conditions. Furthermore, the pricing power of firms, notably in market segments with low competition, could be stronger than expected. At this juncture, it is therefore imperative that all parties concerned meet their responsibilities and that second-round effects on wage and price-setting stemming from current inflation rates be avoided. In the view of the Governing Council, this is of key importance in order to preserve price stability in the medium run and thereby the purchasing power of all euro area citizens. The Governing Council is monitoring wage negotiations in the euro area with particular attention. Indexation of nominal wages to the consumer price index should be avoided. Finally, further rises in oil and agricultural prices, continuing the strong upward trend observed in recent months, as well as increases in administered prices and indirect taxes beyond those foreseen thus far pose upside risks to the inflation outlook. The monetary analysis confirms the prevailing upside risks to price stability at medium to longer-term horizons. Annual M3 growth, although declining somewhat in December, remained very vigorous at 11.5%, whereas M1 growth continues to moderate, reflecting the dampening impact of higher interest rates. Broad money dynamics in recent quarters are likely to have been influenced by a number of temporary factors, notably the flattening of the yield curve, which may have supported some substitution into monetary assets. Overall, taking these special factors into account, a broad-based assessment of the latest data confirms that the underlying rate of monetary expansion remains strong. This conclusion is supported by the sustained expansion of loans to the domestic private sector, which grew at an annual rate of 11.1% in December. Although the growth of household borrowing has moderated further over the past few quarters, reflecting the impact of higher key ECB interest rates since December 2005 and cooling housing markets in several parts of the euro area, the growth of loans to non-financial corporations has remained very robust. Bank borrowing by euro area non-financial corporations was 14.4% higher at the end of December 2007 than a year earlier. For the time being, there is little evidence that the financial market turbulence since early August 2007 has strongly influenced the dynamics of broad money and credit aggregates. In particular, according to the available data, increased financial market volatility has not led to substantial portfolio shifts into monetary assets, as was the case between 2001 and 2003. Notwithstanding the tightening of credit standards reported in the bank lending survey for the euro area, continued strong loan growth suggests that the supply of bank credit in the euro area has not been significantly impaired by the financial turmoil thus far. Further data and analysis will be required in order to obtain a more complete picture of the impact of the financial market developments on banks' balance sheets, financing conditions and money and credit growth. To sum up, a cross-check of the outcome of the economic analysis with that of the monetary analysis confirms the assessment that there are upside risks to price stability over the medium term, in a context of very vigorous money and credit growth and sound economic fundamentals in the euro area. The impact of the ongoing reappraisal of risk in financial markets on the real economy is still surrounded by unusually high uncertainty. Incoming data have confirmed that the risks surrounding the outlook for economic activity lie on the downside. The Governing Council remains committed to preventing second-round effects and the materialisation of upside risks to price stability over the medium term. It is paramount that medium and long-term inflation expectations remain firmly anchored in line with price stability. Reflecting its mandate, such anchoring is of the highest priority to the Governing Council. With respect to fiscal policies, a discretionary fiscal loosening in EU countries should be avoided. There is ample evidence that activist fiscal policies were not effective in stabilising European economies but rather led to sustained increases in the ratios of government expenditure and debt to GDP. Allowing the free operation of automatic stabilisers in countries with strong fiscal positions and safeguarding the long-term sustainability of public finances are the best contributions that fiscal policy can make to macroeconomic stability. Countries with fiscal imbalances are urged to make further progress with consolidation, in line with the requirements of the Stability and Growth Pact. There is a clear risk that some countries will fail to comply with the provisions of the preventive arm of the Pact, thereby undermining its credibility. Structural reforms help economies to adjust to adverse shocks, foster productivity growth and increase employment and competition, thereby also helping to reduce inflationary pressures. In particular, enhancing competition in the services sectors and network industries, as well as applying adequate measures in the EU agricultural market, would be conducive to price stability in the euro area."
Egypt,2008-02-07,"Central Bank of Egypt Press Release February 7, 2008 The Central Bank of Egypt decided to raise its overnight deposit rate by 25 bps to 9 percent per annu. In its meeting held on February 7, 2008, the Monetary Policy Committee (MPC) decided to raise the overnight deposit and lending rates by 25 bps to 9 percent and 11 percent, respectivel. This decision has been induced by the persistent increase in food inflation and expected upward pressure over the coming perio. Elevated international food prices have led to the acceleration in domestic food inflation, which in turn have been propagated on non- food inflatio. Furthermore the MPC has noticed that in addition to manufacturing and construction, other sectors have started to record higher growth rates that may precipitate more inflationary pressure. The MPC will continue to closely monitor all economic developments, especially the factors underlying inflation, and will not hesitate to adjust the key CBE rates to ensure price stability over the medium-ter. Dr Rania Al-Mashat Division Chief. Monetary Policy Unit Telephone number: 27701315 E-mail address: monetarypolicy@cbeorge."
