country,date,statement
Poland,2015-04-15,"Warsaw, 15 April 2015 Information from the meeting of the Monetary Policy Council held on 14-15 April 2015 The Council decided to keep the NBP interest rates unchanged at:  reference rate 1.50% on an annual basis;  lombard rate 2.50% on an annual basis;  deposit rate 0.50% on an annual basis;  rediscount rate 1.75% on an annual basis. Growth of global economic activity remains moderate, with a slight acceleration expected in 2015. In the euro area economic growth remains slow compared to other developed economies, although incoming information signals gradual improvement of economic conditions. In the United States, despite the recent deterioration of some indicators, recovery is expected to continue. In turn, economic outlook for Poland's eastern trading partners, i.e. Russia and Ukraine, remains unfavourable. After a sharp and long-lasting fall, global commodity prices have stabilised recently. This has weakened disinflationary forces in many countries. However, global price growth remains very low, and in the majority of European economies it is negative. In these conditions, major central banks are keeping interest rates close to zero and the ECB has launched government bond purchases. This has contributed to some strengthening of the zloty. In Poland, economic activity remains stable, with GDP growth in 2015 Q1 probably slightly higher than in 2014 Q4. Rising domestic demand fuelled by improving labour market situation, good financial condition of enterprises and stable expansion in lending, remains the main driver of economic growth. In turn, the relatively low, although accelerating, growth in demand on the part of Poland's main trading partners and the continued uncertainty about the prospects for demand are factors limiting economic activity in Poland. Amid moderate growth in demand and gradual improvement in labour market conditions, there is no demand pressure in the economy, and nominal wage growth remains moderate. Combined with low commodity prices, this is contributing to continuing deflation, both in terms of consumer and producer prices. Alongside that, inflation expectations continue to be very low. In the opinion of the Council, in the coming quarters price growth will remain negative, mainly due to the previously observed sharp fall in commodity prices. At the same time, the adjustment of monetary policy in March  with continuing stable economic growth, an expected recovery in the euro area and good situation in the domestic labour market  reduce the risk of inflation remaining below the target in the medium term. Therefore, the Council decided to keep NBP interest rates unchanged."
Chile,2015-04-16,"Central Bank of Chile Santiago, 16 April 2015 Press Release* In its monthly monetary policy meeting, the Board of the Central Bank of Chile decided to keep the monetary policy interest rate at 3% (annual). Internationally, incoming indicators point at some improvement in output prospects for Europe, although risks remain. At the same time, a slower pace is observed in Chinese growth and the weak performance of Latin America is confirmed. In the United States, the recovery is running its course, despite weaker growth in the first quarter, which led the market to postpone the moment it expects the Fed to make the first increase in the policy rate. In this context, the dollar depreciated globally and international financial conditions improved over the previous month. Commodity prices showed mixed movements. The prices of copper and, especially, oil and its derivatives increased. Data disclosed after the publication of the last Monetary Policy Report are broadly consistent with the baseline scenario depicted in it. Output is evolving in line with expectations, although investment has evolved below what was expected. The unemployment rate dropped slightly, but job creation was low. Nominal wages remained dynamic. In March, headline inflation was lower than forecast, which was not the case for core inflation. Overall, the annual change of the CPI is still high, and its evolution will continue to be monitored with special attention. Medium-term inflation expectations remain at 3%. Local financial conditions reflect the impact of the monetary stimulus. The Board reiterates its commitment to conduct monetary policy with flexibility so that projected inflation stands at 3% over the policy horizon. Any future changes in the monetary policy rate will depend on the implications of domestic and external macroeconomic conditions on the inflationary outlook. * The Spanish original prevails."
Hungary,2015-04-21,"At its meeting on 21 April 2015, the Monetary Council reviewed the latest economic and financial developments and voted to reduce the central bank base rate by 15 basis points from 1.95% to 1.80%, with effect from 22 April 2015. In the Council's judgement. Hungarian economic growth is likely to continue. While the pace of economic activity is strengthening, output remains below potential and the domestic real economy is expected to continue to have a disinflationary impact, albeit to a diminishing extent. Despite the pick-up in the components of domestic demand, capacity utilisation is expected to improve only gradually due to the protracted recovery in Hungary's export markets. With employment rising, the unemployment continues to exceed its long-term level determined by structural factors. Inflationary pressures are likely to remain moderate for an extended period. Based on the inflation data for March, consumer prices show historically low dynamics; however, the rate of decline in prices slowed. The March inflation data was consistent with the projection in the March issue of the Inflation Report, but was slightly higher than market expectations. The Bank's measures of underlying inflation capturing the short-term outlook still indicate moderate inflationary pressures in the economy, reflecting persistently low inflation in external markets, subdued imported inflation, the degree of unused capacity in the economy and the moderation in inflation expectations. The rise in fuel prices was the main factor influencing inflation developments, while core inflation was broadly unchanged relative to the previous month. With the pick-up in domestic demand and owing to the increase in wages, core inflation is likely to rise gradually; however, this process may slow due to the second-round effects of low commodity prices. Domestic real economic and labour market factors continue to have a disinflationary impact and low inflation is likely to persist for a sustained period. Overall, more moderate underlying inflation developments point in the direction of a low inflation environment, and therefore inflation is expected to approach levels around 3 per cent towards the end of the forecast period. In the Council's judgement. Hungarian economic growth is likely to continue at a rapid pace. Robust growth has been supported by both domestic and external demand. The volume of industrial production grew further, but fell relative to the previous month. The dynamics of retail sales have been stable and increased slightly in recent months, with the volume of sales increasing across a wide range of products. Rising household real income as a result of low inflation, the reduced need for deleveraging and increasing employment are expected to contribute to the increase in household consumption. Investment is expected to pick up gradually, owing to the recovery in activity, the Funding for Growth Scheme and its extension. Employment was broadly unchanged in February. On the whole, international investor sentiment has been favourable in the period since the Council's latest interest rate decision. Increased uncertainty surrounding Greece, mixed incoming macroeconomic data from the US, the conflict between Ukraine and Russia and geopolitical tensions in the Middle East adversely affected international investor sentiment, while positive macroeconomic news from the euro area contributed to an improvement in financial markets. With small fluctuations, the forint appreciated against the euro, followed by a slight correction at the end of period. Domestic risk measures and long-term government bond yields rose slightly in the period since the latest policy decision. Hungary's persistently high external financing capacity and the resulting decline in external debt have contributed to the reduction in its vulnerability. In the Council's judgement, a cautious approach to monetary policy is warranted due to uncertainty in the global financial environment. In the Council's judgement, there is a degree of unused capacity in the economy and inflationary pressures are likely to remain moderate for a sustained period. The real economy is likely to have a disinflationary impact at the policy horizon and the negative output gap is expected to close only gradually. Based on data becoming available previously, the risk of second-round effects taking hold in the wake of the change in inflation expectations still remains after increasing in recent months. In the Council's judgement, if the assumptions underlying the Bank's projections hold, the inflation outlook and the cyclical position of the economy point in the direction of a reduction in the policy rate and loose monetary conditions for an extended period. Cautious easing of the policy rate may continue as long as it supports the achievement of the medium-term inflation target."
Turkiye,2015-04-22," The Monetary Policy Committee (the Committee) has decided to keep the short term interest rates constant at the following levels:. a) Overnight Interest Rates: Marginal Funding Rate at 10.75 percent, the interest rate on borrowing facilities provided for primary dealers via repo transactions at 10.25 percent, and borrowing rate at 7.25 percent, b) One-week repo rate at 7.5 percent, c) Late Liquidity Window Interest Rates (between 4:00 p.m.  5:00 p.m.): Borrowing rate at 0 percent, and lending rate at 12.25 percent. Loan growth continues at reasonable levels in response to the tight monetary policy stance and macroprudential measures. The favorable developments in the terms of trade and the moderate course of consumer loans contribute to the improvement in the current account balance. External demand remains weak, while domestic demand contributes to growth moderately. The Committee assesses that the implementation of the announced structural reforms would contribute to the potential growth significantly. The ongoing cautious monetary policy along with prudent fiscal and macroprudential policies are having a favorable impact on inflation, especially inflation excluding energy and food (core inflation indicators). Yet, uncertainty in global markets and elevated food prices necessitates maintaining the cautious stance in monetary policy. Accordingly, the Committee decided to keep the interest rates at current levels. Moreover, it is assessed that a measured cut in the FX deposit lending rates and a measured hike in the partial remuneration rate on Turkish lira required reserves will support financial stability. Future monetary policy decisions will be conditional on the improvements in the inflation outlook. Inflation expectations, pricing behavior and other factors that affect inflation will be monitored closely and the cautious monetary policy stance will be maintained, by keeping a flat yield curve, until there is a significant improvement in the inflation outlook. It should be emphasized that any new data or information may lead the Committee to revise its stance. The summary of the Monetary Policy Committee Meeting will be released within five working days."
Egypt,2015-04-23,"Central Bank of Egypt Press Release April 23, 2015 In its meeting held on April 23, 2015, the Monetary Policy Committee (MPC) decided to keep the overnight deposit rate, overnight lending rate, and the rate of the CBE's main operation unchanged at 875 percent, 975 percent, and 925 percent, respectivel. The discount rate was also kept unchanged at 925 percen. Headline CPI increased by 155 percent (m/m) in March compared to an increase of 186 percent in February, while the annual rate increased to 1151 percent in March from 1056 percent in Februar. The bulk of the monthly developments was driven by the upward adjustments in administered prices, particularly tobacco, in addition to supply bottlenecks related to the distribution of butane cylinder. This was coupled with increases in the prices of volatile food item. On the other hand, core CPI increased by 076 percent in March compared to 110 percent in February, while the annual rate inched up to 721 percent in March after registering 715 percent in Februar. Consequently upward adjustments in administered prices and increases in the prices of volatile food items have recently widened the divergence between the headline and core inflation rate. Upside risks on the inflation outlook from domestic supply shocks are largely mitigated by contained imported inflation, against the background of lower oil prices and the consequent revision in international food price forecast. Meanwhile real GDP grew by 43 percent (y/y) in 2014/15 Q2 to record 56 percent (y/y) in the first half of the fiscal year, supported by the record growth witnessed in the first quarte. This comes after the 2013/14 fiscal year real GDP growth recorded 22 percent (y/y. The expansion in economic activity during 2014/2015 Q2 came on the back of the continued growth in the manufacturing sector and the expansion of tourism activities for the second consecutive quarter after several quarters of contractio. This came despite the continuous weakness in the extraction secto. In the meantime, while the widening trade deficit is stalling real GDP growth, investment remained positive for the fourth consecutive quarte. Looking ahead, while investments in domestic mega projects such as the Suez Canal are expected to contribute to economic growth, the downside risks that surround the global recovery on the back of challenges facing the Euro Area and the softening growth in emerging markets could pose downside risks to domestic GD. At this juncture, the MPC judges that the key CBE rates are currently appropriate given the balance of risks surrounding the inflation and GDP outlook. The MPC will continue to closely monitor all economic developments and will not hesitate to adjust the key CBE rates to ensure price stability over the medium-ter. Dr Rania Al-Mashat Sub Governor. Monetary Policy Telephone number: 0227701315 Email: monetarypolicy@cbeorge."
Ukraine,2015-04-24,"On April 22-23, 2015, the regular meeting of the Monetary Policy Committee of the National Bank of Ukraine (hereinafter  the Committee) was held, at which the decision was taken to recommend the Board of the National Bank of Ukraine keep the discount rate unchanged at its current level of 30%. During the meeting, the Committee members heard reports by NBU experts on the macroeconomic situation, inflation developments, recent money market developments and risks to the hryvnia's stability. In the course of discussions over the presentations delivered by NBU experts, the Committee members expressed their opinions and positions on the issues in question. It was pointed out that a spike in inflation in March (the year-on-year growth of the consumer price index reached 45.8%) was triggered by the substantial hryvnia exchange rate depreciation in late February 2015, and feverish consumer demand fueled by worsening expectations. However, a package of measures put in place by the National Bank, including raising interest rates and tightening administrative restrictions, enabled it not only to stabilize the situation in the forex market, but also to strengthen the domestic currency. The UAH/USD exchange rate stayed at the value of 21  23 hryvnias per USD 1 throughout most of March and April, enabling the National Bank of Ukraine to purchase foreign exchange to replenish the international reserves. Over the next months, a number of factors working in different directions will influence the future path of inflation. Scheduled increases in administered prices and utility tariffs and a certain delay in the pass-through of price increases will push up consumer prices further. March's indicators point to heightened risks of inflation rising above projections by end-2015. At the same time, as the impact of exchange rate depreciation dies out and increases in administered prices and utility tariffs slow down, tight monetary and fiscal policy, elimination of inefficient energy subsidies will contain price growth. This will primarily hold back core inflation. Further efforts to sustain stability in the foreign exchange market, which will help dispel adverse inflation and depreciation expectations, are crucial for putting inflation on a downward path. In view of the above, the Committee members concurred in the expediency of keeping the discount rate at its current level in an effort to reinforce positive trends in the money market. The Committee members expect risks to the stability of domestic currency mitigate in the short run in the absence of external shocks, thus enabling the National Bank of Ukraine to ease the monetary policy. The next meeting of the Monetary Policy Committee will take place on May 27-28, 2015."
Israel,2015-04-27,"Inflation data: The Consumer Price Indexfor March increased by 0.3 percent, while forecasters had projected a slightly higher increase of 0.4 percent, on average. A rise in fuel prices led to an increase of 1.3 percent in the transport and communications componentand contributed the main part of the increase in the CPI, followed by the contribution of the housing component, which increased by 0.7 percent. There were seasonal declines in the clothing and footwear and fruit and vegetables components. The rate of inflation as measured by the change in the CPI over the past 12 months was negative 1 percent, similar to the inflation rate over the 12 months that ended in February. Energy prices contributed 0.9 percent to the decline in the CPI measured over the previous 12 months, and food, fruit and vegetable and communications prices reduced the CPI by 0.2 percent each. CPI components representing tradable items declined by 2.4 percent in the past 12 months, and those representing nontradable items declined by 0.1 percent. Inflation and interest rate forecasts: The private forecasters' projection for the next 12 CPI readings is 1.1 percent, on average, compared to 1.2 percent last month, while expectations derived from banks' internal interest rates are 0.6 percent, compared to 0.4 percent last month. Twelve-month ahead inflation expectations derived from the capital market remain volatile, and are currently 0.8 percent, and expectations for two years are 1.1 percent. Medium-term expectations ranged around 1.5 percent, while expectations for longer terms remained stable around the midpoint of the inflation target range. Most private forecasters do not expect a reduction in the Bank of Israel interest rate in the next few months; however, the Telbor curve continues to point to some probability of such a reduction. Real economic activity: Indicators of activity in the first quarter of 2015 point to a continuation of the moderategrowth rate that has prevailed in the past two years. Goods exports (excluding ships and aircraft, and diamonds) in March declined by 4.6 percent, affected by, among other things, work disruptions at Israel Chemicals and a sharp decline in the export of aeronautics following an atypical increase in the previous two months. Net of these, goods exports increased by 3.3 percent in March, and declined by 0.9 percent in the first quarter. However, this figure is in dollar terms, and was negatively impacted by the strengthening of the dollar against other currencies. In March, the recovery in tourist arrivals was halted. The export of business services (excluding startup companies) increased by 1 percent in January compared with the fourth quarter of 2014. All major components of goods imports increased in March. Data from the Companies Survey for the first quarter indicate stability in business sector activity. The Composite State of the Economy Index increased by 0.4 percent in March, affected by an increase in imports of consumer goods and manufacturing inputs (in March) and in the Industrial Production index (for February). The business sector climate index continues to indicate a monthly growth rate of 0.23 percent. The Purchasing Managers Index maintainsa range around 50 points, increasing this month to 50.2. The Consumer Confidence Index compiled by the Central Bureau of Statistics increased this month to its highest level since 2011, and the index compiled by Bank Hapoalim declined slightly this month, though it remains relatively high compared with its level in 2014. The labor market: Labor market data continue to present a positive picture: Labor Force Survey data for February are similar to those for January among 25-64 year olds (the main working ages), and indicate that unemployment stabilized at a low level, with the labor force participation rate and the employment rate at a high level. Over time, the survey data indicate an extended increase in employment in trade and services and stability in manufacturing employment. Nominal wages increased by 0.2 percent, and real wages by 0.1 percent, in November-January, relative to August-October (seasonally adjusted data). Stable growth continued in health tax receipts, which were about 5.5 percent higher (in nominal terms) in January-March than in the corresponding period one year ago. In January, the number of employee posts declined by 0.8 percent. Budget data: The domestic surplus (excluding net credit) in January-March was about NIS 2.5 billion, compared with a surplus of NIS 0.5 billion in the corresponding period of last year. Based on trend data, tax revenues in March were higher than in previous months and higher than in the corresponding period last year, and since the beginning of the year tax revenues have increased by 5.3 percent, in real terms, compared with the corresponding period of last year. Gross domestic VAT revenues increased by 10 percent in real terms, compared with March of 2014 (7 percent net of real estate taxes). Total domestic expenditure of government ministries in January-March was about 4 percent higher, in nominal terms,than in the corresponding period of last year. The foreign exchange market: From the monetary policy discussion on March 22, 2015, through April 24, 2015, the shekel strengthened by about 3 percent against the dollar, and by 1.3 percent against the euro. The shekel strengthened by about 1.7 percent in terms of the nominal effective exchange rate. The capital and money markets: From the monetary policy discussion on March 22, 2015, throughApril 24, 2015, the Tel Aviv 25 Index increased by about 4 percent. Government bond yields declined on the nominal curve, similar to the global trend. The yield on unindexed bonds with 9 years to maturity declined to a low of 1.4 percent. On the CPI-indexed curve, as well, there was a moderate decline in yields. There were slight changes along the makam yield curve, and most of the curve was trading at a yield lower than the Bank of Israel interest rate. Israel's sovereign risk premium, as measured by the five-year CDS spread, remained virtually unchanged, at about 75 basis points. The money supply: In the twelve months ending in March, the M 1 monetary aggregate (cash held by the public and demand deposits) increased by 48.5 percent, and the M 2 aggregate (M 1 plus unindexed deposits of up to one year) increased by 12.3 percent. During April, the pace of net withdrawals from money market funds moderated. The credit market: In January, the outstanding debt of the business sector increased by about NIS 13.3 billion (1.6 percent) to around NIS 826 billion. The increase derived mostly from aboutNIS 9.1 billion in new banking credit taken out, a significant raising of funds compared with net redemptions in the past two years. In March, the nonfinancial business sector issued about NIS 2.9 billion in bonds, slightly higher than the monthly average over the preceding 12 months of NIS 2.6 billion. There were net withdrawals from corporate bond mutual funds in March and in the first half of April, totaling about NIS 300 million. Corporate bond market spreads declined slightly in March as well, following a decline in February. Outstanding household debt increased in Januaryby NIS 1.8 billion (0.4 percent), of which housing debt increased by NIS 1.3 billion (0.4 percent). New mortgage volume increased to NIS 5.6 billion in March, with a decline in the share of mortgages extended to buyers purchasing a home as an investment, and a continued increase in the share of fixed-rate mortgages taken out. In March, the interest rate on new mortgages declined across all indexation tracks: in the unindexed track and in the CPI-indexed fixed rate track the interest rate declined by 0.1 percentage points, and in the CPI-indexed variable rate track the interest rate declined by 0.3 percentage points. The housing market: The housing component of the CPI (based on residential rents) increased by 0.7 percent in March, and by 2.3 percent over the past 12 months. In January-February, home prices increased by 0.4 percent, and in the 12 months ending in February, they increased by 3.7 percent. The number of housing transactions declined in February for all categories of buyers, including investors, though it remains relatively elevated, apparently due to the completion of sales ofhomes that were not sold during the period of waiting for the outcome of the zero VAT law. The number of new homes available for sale increased slightly, after declining in the previous two months. The number of building starts has been high for the past two years, and is expected to support continued supply of housing in the near term. The global economy: The IMF updated its global growth forecast this month. There was an improvement in growth forecasts for the eurozone and Japan, and a downward revision in projected US growth. The IMF revised its world trade volume forecast downward, and emphasized that the moderation in its growth in recent years derives partly from long-term structural factors as well. IMF economists see a decline in the risk of deflation or recession in most major economies. In the US, disappointing data were published this month: some reflected events with only transitory effects, such as severe weather and a port workers strike on theWest Coast, and some reflected the effect of the strength of the dollar and the impact of low fuel prices on the energy market. Nonfarm payroll growth in March was markedly lower than projected; personal consumption expenditure was quite moderate in January-February, though it recovered somewhat in March; and the Purchasing Managers Index for manufacturing companies declined to its lowest level in two years. The inflation environment remains low. In view of these, uncertainty continued regarding the date on which the federal funds rate will begin to lift off, and the path of interest rates derived from market expectations declined again. Activity remains very moderate in Europe, and the uncertainty continues regarding how the crisis in Greece will develop. With that, there are factors that are contributing to recovery: the weakness of the euro, easing of financial conditions, and the low energy prices. The consumer confidence index strengthened,reaching its highest level since the crisis began, industrial production in February surprised to the upside, and purchasing managers indices point to an improvement in new orders. The inflation rate remains negative. The ECB began to implement its quantitative easing program, and its economists assess that there is clear evidence of its effectiveness. Disappointing data were published in Japan, both on the production side and on the private consumption side. In China, too, current data disappointed, and against that background the central bank there adopted monetary easing measures. This month, there were no interest rate changes at the various central banks, afterthe previous month's numerous reductions. There was a mixed trend on stock markets worldwide. Commodity prices were mostly stable, while the price of a barrel of oil corrected upward, to $65, compared with $53 just prior to the previous monetary policy discussion. The main considerations behind the decision The decision to keep the interest rate for May 2015 unchanged at 0.1 percent is consistent with the Bank of Israel's monetary policy, which is intended to return the inflation rate to within the price stability target of 1-3 percent a year over the next twelve months, and to support growth while maintaining financial stability. The path of the interest rate in the future depends on developments in the inflationenvironment, growth in Israel and in the global economy, the monetary policies of major central banks, and developments in the exchange rate of the shekel. The following are the main considerations underlying the decision: v The CPI for March increased by 0.3 percent, led by fuel prices and by the housing component. The rate of inflation as measured over the past 12 months was negative 1.0 percent. Short-term inflation expectations from various sources are near the lower bound of the inflation target range, or slightly below it. Longer-term expectations remained stable around the midpoint of the target range. v Indicators of economic activity for the first quarter point to the economy continuing to grow at the moderate rate of the past two years. Companies Survey data support this assessment. The Composite State of the Economy Index increased by 0.4 percent in March, and tax revenues increased. Net of extraordinary effects, goods exports increased by 3.3 percent in March, and declined by 0.9 percent in the first quarter, in dollar terms. v The IMF revised its growth forecasts for Europe and Japan upward, and lowered its projections for US growth and world trade volume. There are signs of recovery in current eurozone data, and some of the disappointing data in the US reflect one-off factors. Market expectations indicate that the date for liftoff of the federal funds rate has been pushed off. v From the monetary policy discussion on March 22, 2015, through April 24, 2015, the shekel strengthened by 3 percent against the dollar, and appreciated by 1.7 percent in terms of the nominal effective exchange rate. For the year to date, there has been an effective appreciation of 3.7 percent in the shekel, against the background of accommodative monetary policy in several major economies, amongother reasons. A decline in the projected rate of world trade growth and continued appreciation are liable to weigh on growth of exports and of the tradable sector. v The increase in home prices continues, and new mortgage volume remains elevated. The number of transactions moderated slightly in February, among investors as well. The Bank of Israel will continue to monitor developments in the Israeli and global economies and in financial markets. The Bank will use the tools available to it and will examine the need to use various tools to achieve its objectives of price stability, the encouragement of employment and growth, and support for the stability of the financial system, and in this regard will continue to keep a close watch on developments in the asset markets, including the housing market. The minutes of the monetary discussions prior to the interest rate decision for May 2015 will be published on May 11, 2015. The decision regarding the interest rate for June 2015 will be published at 16:00 on Monday. May 25, 2015. The main considerations behind the decision. The decision to keep the interest rate for May 2015 unchanged at 0.1 percent is consistent with the Bank of Israel's monetary policy, which is intended to return the inflation rate to within the price stability target of 1-3 percent a year over the next twelve months, and to support growth while maintaining financial stability. The following are the main considerations underlying the decision:. v The CPI for March increased by 0.3 percent, led by fuel prices and by the housing component. Longer-term expectations remained stable around the midpoint of the target range. v Indicators of economic activity for the first quarter point to the economy continuing to grow at the moderate rate of the past two years. Net of extraordinary effects, goods exports increased by 3.3 percent in March, and declined by 0.9 percent in the first quarter, in dollar terms. v The IMF revised its growth forecasts for Europe and Japan upward, and lowered its projections for US growth and world trade volume. Market expectations indicate that the date for liftoff of the federal funds rate has been pushed off. v From the monetary policy discussion on March 22, 2015, through April 24, 2015, the shekel strengthened by 3 percent against the dollar, and appreciated by 1.7 percent in terms of the nominal effective exchange rate. A decline in the projected rate of world trade growth and continued appreciation are liable to weigh on growth of exports and of the tradable sector. v The increase in home prices continues, and new mortgage volume remains elevated."
United States,2015-04-29,"Information received since the Federal Open Market Committee met in March suggests that economic growth slowed during the winter months, in part reflecting transitory factors. The pace of job gains moderated, and the unemployment rate remained steady. A range of labor market indicators suggests that underutilization of labor resources was little changed. Growth in household spending declined; households' real incomes rose strongly, partly reflecting earlier declines in energy prices, and consumer sentiment remains high. Business fixed investment softened, the recovery in the housing sector remained slow, and exports declined. Inflation continued to run below the Committee's longer-run objective, partly reflecting earlier declines in energy prices and decreasing prices of non-energy imports. Market-based measures of inflation compensation remain low; survey-based measures of longer-term inflation expectations have remained stable. Consistent with its statutory mandate, the Committee seeks to foster maximum employment and price stability. Although growth in output and employment slowed during the first quarter, the Committee continues to expect that, with appropriate policy accommodation, economic activity will expand at a moderate pace, with labor market indicators continuing to move toward levels the Committee judges consistent with its dual mandate. The Committee continues to see the risks to the outlook for economic activity and the labor market as nearly balanced. Inflation is anticipated to remain near its recent low level in the near term, but the Committee expects inflation to rise gradually toward 2 percent over the medium term as the labor market improves further and the transitory effects of declines in energy and import prices dissipate. The Committee continues to monitor inflation developments closely. To support continued progress toward maximum employment and price stability, the Committee today reaffirmed its view that the current 0 to 1/4 percent target range for the federal funds rate remains appropriate. In determining how long to maintain this target range, the Committee will assess progress--both realized and expected--toward its objectives of maximum employment and 2 percent inflation. This assessment will take into account a wide range of information, including measures of labor market conditions, indicators of inflation pressures and inflation expectations, and readings on financial and international developments. The Committee anticipates that it will be appropriate to raise the target range for the federal funds rate when it has seen further improvement in the labor market and is reasonably confident that inflation will move back to its 2 percent objective over the medium term. The Committee is maintaining its existing policy of reinvesting principal payments from its holdings of agency debt and agency mortgage-backed securities in agency mortgage-backed securities and of rolling over maturing Treasury securities at auction. This policy, by keeping the Committee's holdings of longer-term securities at sizable levels, should help maintain accommodative financial conditions. When the Committee decides to begin to remove policy accommodation, it will take a balanced approach consistent with its longer-run goals of maximum employment and inflation of 2 percent. The Committee currently anticipates that, even after employment and inflation are near mandate-consistent levels, economic conditions may, for some time, warrant keeping the target federal funds rate below levels the Committee views as normal in the longer run. Voting for the FOMC monetary policy action were: Janet L Yellen. Chair; William C Dudley. Vice Chairman; Lael Brainard; Charles L Evans; Stanley Fischer; Jeffrey M Lacker; Dennis P Lockhart; Jerome H Powell; Daniel K Tarullo; and John C Williams."
Russia,2015-04-30,"On 30 April 2015, the Bank of Russia Board of Directors decided to reduce the key rate from 14.00 to 12.50 percent per annum, taking account of lower inflation risks and persistent risks of considerable economy cooling. Amid ruble appreciation and significant contraction in consumer demand in February-April 2015, monthly consumer price growth declines and annual inflation tends to stabilise. According to the Bank of Russia forecast, consumer price growth will slow down faster than expected. Annual inflation will fall to less than 8% in a year (April 2016 on April 2015) and to the target of 4% in 2017. As inflation risks abate further, the Bank of Russia will be ready to continue cutting the key rate. According to Bank of Russia estimates, as of 27 April, annual consumer price growth rate stood at 16.5%. High rates of annual inflation are conditioned primarily by short-term factors: ruble depreciation in late 2014 — January 2015 and external trade restrictions. Meanwhile, monthly consumer price growth is estimated to have declined on the average to 1.0% in March-April from 3.1% in January-February, and annual inflation tends to stabilise. Lower consumer demand amid contracting real income and ruble appreciation in the recent months curbed prices. Inflation expectations of the population decreased against this backdrop. Current monetary conditions also facilitate the slowdown in consumer price growth. Money supply (M2) growth rate remains low. Lending and deposit rates are adjusted downwards under the influence of previous Bank of Russia decisions to reduce the key rate. However, they remain high, on the one hand, contributing to attractiveness of ruble savings, and, on the other hand, alongside with tighter borrower and collateral requirements, resulting in lower annual lending growth. The dynamics of the major macroeconomic indicators show a considerable GDP contraction in 2015 Q1. Though structural factors continue hampering the economic growth, output contraction is currently mostly of cyclical nature. It is attested, among other things, by the on-going decline in production capacity and labour force utilisation, and a certain rise in the unemployment rate. According to Bank of Russia estimates, the labour market adjusts to the new conditions mostly through wage decrease and part-time employment. These factors, alongside with a decrease in retail lending, will result in further decline in consumer activity. Fixed capital investments will continue to contract due to persistently high economic uncertainty, deterioration of companies' financial performance, tighter lending conditions, limited ability to replace foreign sources of funding with domestic ones given shallow Russian financial market, as well as high prices for imported investment goods. Sluggish domestic demand will contain imports. Net exports will be the only factor to make a positive contribution to the output growth. These factors will lead to a fall in GDP in 2015. Later on, as import substitution expands, sources of funding gradually diversify, lending conditions ease, and oil prices rise to some extent, the quarter-on-quarter GDP growth is expected to recover. Thus, the current economic conditions will contribute to inflation decline. The ruble appreciation will have additional restraining influence on consumer prices. Inflation, both monthly and annual, is expected to gradually decline. A slowdown in consumer price growth will make room for inflation expectations decrease. According to the Bank of Russia forecast, annual inflation will slow down to less than 8% in a year and to the target of 4% in 2017. Inflation risks emanate primarily from persistently high inflation expectations, aggravation of external economic situation, revision of planned increases in administered prices and tariffs, fiscal policy easing, and accelerated growth in nominal wages, including those in the public sector. As inflation risks abate further, the Bank of Russia will be ready to continue cutting the key rate. The next meeting of the Bank of Russia Board of Directors on the key rate is scheduled for 15 June 2015. The press release on the Bank of Russia Board of Directors' decision is to be published at 13:30. Moscow time. Interest rates on the Bank of Russia major operations1 (% p.a.). 1 Complete information on interest rates on the Bank of Russia operations is given in the Table ‘Interest rates on the Bank of Russia operations'. 2 Floating interest rate linked to the level of the Bank of Russia key rate. 3 Fine-tuning operations. Information notice ‘On the procedure for conducting fine-tuning operations'. Information notice ‘On fine-tuning operations to absorb liquidity'. The reference to the Press Service is mandatory if you intend to use this material."
Georgia,2015-05-06,"06.05.15 NBG Increases Its Policy Rate by 0.5 Percentage Points to 5%. The Monetary Policy Committee (MPC) of the National Bank of Georgia (NBG) met on May 6, 2015 and decided to increase the refinancing rate by 50 basis points to 5 percent. At the same time the interest rate for the standing refinancing loans increases to policy rate plus 150 basis points. Due to GEL depreciation the inflation expectations have risen, which can be reflected in the risks of the inflation deviating from its target level in the medium term. Given the aforementioned the Monetary Policy Committee considers necessary to increase the monetary policy rate gradually to 5.5 percent by the end of the year. Annual inflation in April was 2.5%. The impact on the inflation of the increase in intermediate costs related to the service of foreign currency-denominated debts (due to the GEL depreciation) was partially balanced by the decrease in fuel prices. The deterioration in economic trends in our main trade partners continues to affect negatively Georgian economy. Goods export, remittances and tourism inflows have all decreased. However the recent changes in the exchange rate have already started to affect the import demand, which in turn ensures the adjustment of external imbalance and fosters domestic demand. According to preliminary information the economic activity in the first quarter was higher than forecast. Despite that, the loan growth has significantly slowed down in April. According to current forecast the inflation will grow at a moderate speed and will reach its 5% target value by the end of 2015. The NBG will continue to monitor the developments in the economy and financial markets and will use all means and instruments at its disposal to ensure price stability. The dynamics of further changes in monetary policy will depend on the dynamics of expected inflation, tendencies in economic growth, global and regional economic environment. The next meeting of the Monetary Policy Committee will be held on July 1, 2015."
